,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source
1225,4053,Always glad to lend an ear.,Always glad to listen.,Idiom,"To lend an ear means to listen, so the two phrases have the same meaning.",Entailment,UNQ,FLUTE
1226,1658,The most awesome thing that happened to me this weekend was when my buddy vomited all over my favorite jacket,My buddy drank way too much at a party and puked all over my favorite jacket.,Sarcasm,Most people would not consider having their jacket vomited on as an awesome thing and would instead be disgusted or angry.,Contradiction,SIM,FLUTE
1227,780,I was ecstatic when I accidentally broke my mothers vintage tea pot,I broke my mothers vintage tea pot.,Sarcasm,Accidentally breaking something valuable and important to someone is not a good thing and so feeling ecstatic about it is contradictory.,Contradiction,SIM,FLUTE
1228,8187,"When we look at the mysteries of life we must look also at phenomena that seem, on the face of it, to have little to do with the way that life works.","When we look at the mysteries of life we must look also at phenomena that seem, at first glance, to have little to do with the way that life works.",Idiom,,Entailment,,IMPLI
1229,576,I feel so happy every time I see my parents smoking because I know that cancer is a very real possibility for them,"I hate watching my parents smoke, it makes me really sad to think they could face cancer as a concequence ",Sarcasm,"Seeing someone smoking can be concerning because it is a major health hazard and can lead to cancer, so someone who feels happy about it is not being rational.",Contradiction,SIM,FLUTE
1230,7529,Your arms are like a windmill.,,Simile,,,,AB
1231,2685,"Silence was crushing, I knew the moment had arrived.",I knew the moment had arrived when the silence became too much to bear.,Metaphor,"Being crushed means being under a lot of pressure, thus, In this case, the pressure was too much to bear and the person knew that the moment had arrived.",Entailment,UNQ,FLUTE
1232,2931,"I mean, he sits in the front and I sit in the back, but - """"it should still be fine,"" he says, sounding about like a doctor who's just dropped his keys in his patient's open heart cavity.","He's befuddled when he says that even though I sit in the back and he sits in the front, """"it should still be fine.",Simile,A doctor who drops his keys in an open heart cavity would be befuddled and nervous at the thought of doing something terrible by mistake and the simile is used to show how out of place and confused the doctor sounds when he makes this statement.,Entailment,UNQ,FLUTE
1233,133,I am thrilled about the amount of weight I gained over the past year and feel like really on top of the world,I recently noticed how much weight I gained over the past year and I just feel like I really let myself down.,Sarcasm,"The act of gaining weight is often frowned upon and considered to be unhealthy, so someone who is happy about it cannot be thrilled but instead should feel ashamed.",Contradiction,SIM,FLUTE
1234,2079,I am comforted by the weird noises that come from my house at night.,I always hear crazy noises in my house.,Sarcasm,Hearing weird noises around the house at night could invoke a potential danger such as a robbery or someone breaking in with malicious intent which makes someone scared rather than comforted.,Contradiction,SIM,FLUTE
1235,1111,I feel great value for money by spending 20 dollars on a piece of cheese cake that yields such terrible results,"I spent 20 dollars on a piece of cheese cake, I thought it would blow my mind but it was dry and barely editable.",Sarcasm,A piece of cheese cake costs relatively cheap and so spending 20 dollars on it does not reflect good value for money as the results are terrible.,Contradiction,SIM,FLUTE
1236,1660,My dog puked in the living room and it made me so excited that I almost threw up trying to clean it up,My dog vomited in the living room and it stuck so bad I almost vomited trying to clean it up.,Sarcasm,Puking in addition to trying to clean up dog vomit is a very unpleasant experience and so being excited about it is quite ironic.,Contradiction,SIM,FLUTE
1237,2893,My jaw dropped and I hit his shoulder playfully.,I was so shocked that my mouth literally opened wide in surprise and I hit his shoulder playfully.,Idiom,To have one's jaw drop is to be so shocked that one's mouth literally opens wide in surprise which is what happened to the speaker before they hit someone else's shoulder playfully.,Entailment,UNQ,FLUTE
1238,5258,The child was as smart as an encyclopedia,The child was very smart,Metaphor,,,,FIGQA
1239,2804,you're just like a ninja .,you're just stealthy .,Simile,"A ninja is a warrior who is known for being stealthy, so the comparison is saying that the person is just as stealthy as a ninja.",Entailment,UNQ,FLUTE
1240,1571,Overjoyed with how I've been working my ass off for two years as an aspiring actor and I still don't have any large roles,I've been grinding for two years as an aspiring actor and I have yet to land any large roles.,Sarcasm,The goal of aspiring actors is to get large roles and so someone who has not been successful after two years is not overjoyed but rather very disappointed.,Contradiction,SIM,FLUTE
1241,7681,This dress makes you look like you are suffering.,,Simile,,,,AB
1242,6877,The stars were as twinkling as a fairy's dust.,,Simile,,,,CHATGPT
1243,6018,"To add insult to injury , Dykstra was beaten again twice in the dying seconds — Hateley turning in a cross from McCall and , with the goalkeeper in obvious distress , Mikhailichenko stealing in to score the fourth .","To make the situation even worse , Dykstra was beaten again twice in the dying seconds — Hateley turning in a cross from McCall and , with the goalkeeper in obvious distress , Mikhailichenko stealing in to score the fourth .",Idiom,,Entailment,,IMPLI
1244,6736,His laughter echoed through the room like a symphony.,,Simile,,,,CHATGPT
1245,7084,Your smile is like a rough stone.,,Simile,,,,AB
1246,1475,My brother totally wrecking my bike makes me wanna hug him out of appreciation.,My brother broke my bike.,Sarcasm,Having your bike wrecked by someone would lead to frustration and anger instead of appreciation and a desire to hug them.,Contradiction,SIM,FLUTE
1247,7444,You are as cheap as chips.,,Simile,,,,AB
1248,2573,The woman was as explosive as a fat cow grazing,The woman was very calm.,Simile,"A fat cow grazing is known for its docile nature, therefore the woman must be very calm if she is being compared to one.",Entailment,UNQ,FLUTE
1249,3707,He was as graceful as a giraffe,He was not graceful,Simile,"The simile is saying that he was very graceful, but the entailment is saying the opposite.",Entailment,UNQ,FLUTE
1250,3126,I wander like a loser.,I wander hopelessly,Simile,"A loser is someone who has been defeated or has no hope of winning, so to wander like a loser would be to wander without any hope or purpose.",Entailment,UNQ,FLUTE
1251,3706,By this time the last batteries in their flashlight are about to give up the ghost.,By this time the last batteries in their flashlight are about to stop working and die.,Idiom,"To give up the ghost means to stop working, and in this sentence the batteries are about to stop working.",Entailment,UNQ,FLUTE
1252,6114,They were the only source of direct involvement for the rank and file as the channel through which they expressed their demands and discontent .,They were the only source of direct involvement for the ordinary member as the channel through which they expressed their demands and discontent .,Idiom,,Entailment,,IMPLI
1253,1567,I am filled with gratitude for my attentive landlord when they don't do the things they said they would,When I think of my landlord I get pretty mad as they don't do half the things they promised,Sarcasm,"A landlord is someone who is responsible for taking care of repairs and other duties in an apartment complex, so when they don't do what they said, it leads to dissatisfaction on the tenant's behalf.",Contradiction,SIM,FLUTE
1254,4609,the government bowed to the military pressure,the government succumb to the military pressure,Metaphor,,Entailment,,IMPLI
1255,601,I sense an absolute feeling of peace when I keep hearing weird noises as I try to sleep,It's pretty scary that I keep hearing strange noises as I try to go to sleep,Sarcasm,Hearing weird noises around the house at night could invoke a potential danger such as a robbery or someone breaking in with malicious intent which makes someone scared rather than peaceful.,Contradiction,SIM,FLUTE
1256,7971,I don't think they will throw in the towel as they did against Pontypool last year.,I don't think they will quit as they did against Pontypool last year.,Idiom,,Entailment,,IMPLI
1257,1689,I am totally excited for the moment when my boss wants to talk to me after lunch because I have no idea what it could be about,I am totally scared for the moment when my boss wants to talk to me after lunch because I have no idea what it could be about,Sarcasm,Most people dread getting called into their boss's office after lunch because it usually means that they are in trouble for something.,Contradiction,UNQ,FLUTE
1258,5960,"Unique expertise in SEO backed by online advertising and social media expertise, we have helped businesses improve their Google rankings for more than ten years, and our in-house team ensures our services evolve to meet the major search engines ever changing criteria.","Unique expertise in SEO backed by online advertising and social media expertise, we have helped businesses improve their Google rankings for more than ten years, and our in-house team ensures our services evolve to fulfill the major search engines ever changing criteria.",Metaphor,,Entailment,,IMPLI
1259,4624,fear clogged her mind,fear impaired her mind,Metaphor,,Entailment,,IMPLI
1260,7621,"Your smile is like conscientious gymnast, always deliberate and well-practiced.",,Simile,,,,AB
1261,6973,You remind me of a stormy night.,,Simile,,,,AB
1262,1133,It doesn't surprise me at all how Starbucks could mess up my simple order of a medium latte with no sugar,"I ordered a medium latte, no sugar from starbucks and they completely got my order wrong",Sarcasm,Starbucks is a well-known coffee chain and so someone ordering from them would expect their order to be correct and not messed up.,Contradiction,SIM,FLUTE
1263,3539,He raised his chest and stood like a security guard .,He stood upright with his chest raised.,Simile,A security guard is someone who stands upright with their chest raised in order to look intimidating and assert their authority.,Entailment,UNQ,FLUTE
1264,1427,I saw the woman checking out my boyfriend and it made me feel so happy I wanted to hug her.n,I saw another woman looking at my boyfriend up and down while we are in line at the store,Sarcasm,Most people would feel jealous or threatened if they saw someone checking out their significant other and not happy at all.,Contradiction,SIM,FLUTE
1265,348,The fact that I don't have health insurance and could get into a lot of trouble makes me really secure,I let my health insurance coverage lapse and don't have any insurance right now.,Sarcasm,"Not having health insurance shouldn't make one feel secure because if an unexpected health issue arises, the person would have to bear the costs themselves which could be a lot of money",Contradiction,SIM,FLUTE
1266,4772,The pillow was as soft as a rich pacifist.,The pillow was very soft.,Metaphor,,,,FIGQA
1267,5431,"When your primary insurance falls short of covering losses for which you are liable, an umbrella policy can help take care of the difference.","When your primary insurance falls short of paying for losses for which you are liable, an umbrella policy can help take care of the difference.",Metaphor,,Entailment,,IMPLI
1268,7365,Your clothes make you look fat.,,Simile,,,,AB
1269,6786,The flowers swayed in the breeze like a ballerina.,,Simile,,,,CHATGPT
1270,983,I walked in on my friend while they were coming out of the shower and it totally wasn't awkward,I walked in on my friend coming out of the shower.,Sarcasm,"Walking in on someone while they are coming out of the shower is an invasion of privacy and can make both parties feel uncomfortable, so being thrilled about it is not justified.",Contradiction,SIM,FLUTE
1271,2255,She aired her opinions on welfare.,She openly give her point of view on the less fortunate's problem.,Metaphor,"Airing one's opinion means to speak out about something, usually in a public forum, in this case, the person is speaking out about welfare, which is a program that provides assistance to the less fortunate.",Entailment,UNQ,FLUTE
1272,3036,He's busy as a sloth,"He's lazy, not busy at all.",Simile,"A sloth is an animal known for being lazy, so the simile is indicating that the person is very lazy.",Entailment,UNQ,FLUTE
1273,6346,"Whereas the Star Wars films had already hit the mark with computer - controlled model shots of space ships , DP took things a stage further by building the entire star fleet in the Cray 's memory .","Whereas the Star Wars films had already been successful in an attempt with computer - controlled model shots of space ships , DP took things a stage further by building the entire star fleet in the Cray 's memory .",Idiom,,Entailment,,IMPLI
1274,4695,lay the foundation for a new health care plan,cause to have the foundation for a new health care plan,Metaphor,,Entailment,,IMPLI
1275,6843,The snow was as powdery as a cloud.,,Simile,,,,CHATGPT
1276,7295,You are built like Brutalist architecture.,,Simile,,,,AB
1277,4228,The old woman had an open heart.,The old woman was kind enough and generous.,Metaphor,"When people are kind and generous, they are said to have an open heart.",Entailment,UNQ,FLUTE
1278,8325,Economists talk about “ bang for the buck ” – how much economic stimulus is provided by each dollar of spending.,Economists talk about “ cost-effectiveness ” – how much economic stimulus is provided by each dollar of spending.,Idiom,,Entailment,,IMPLI
1279,181,I watched a horror movie last night and now I am totally enjoying the aftermath of being petrified about everything.,I watched a scary film last night and have been horrified about it all day.,Sarcasm,A horror movie is supposed to scare someone and people mostly have been horrified about it all day so the enjoyment of being petrified after watching it is not real.,Contradiction,SIM,FLUTE
1280,8300,"He is keen to exchange the first gifts, but the laibon's family first want to see if he can cut the mustard.","He is keen to exchange the first gifts, but the laibon's family first want to see if he can suffice.",Idiom,,Entailment,,IMPLI
1281,2756,The new moon swims up through the tree tops.,A new moon rising between the trees.,Metaphor,The new moon  rises up through the tree tops.,Entailment,UNQ,FLUTE
1282,8340,She silently swore and for good measure swore again.,She silently swore and in addition to what has already been done swore again.,Idiom,,Entailment,,IMPLI
1283,217,I am delighted because I don't have enough money to buy my favorite makeup,I ran out of my favorite makeup and can't afford to buy more.,Sarcasm,Not being able to afford something that someone wants is not a good thing and hence being delighted about it is sarcastic.,Contradiction,SIM,FLUTE
1284,7651,You reacted like a virgin.,,Simile,,,,AB
1285,3740,During the conflict the seeds of peace were planted.,During the conflict the first elements of a peace accord appeared.,Metaphor,"Just as it takes time for seeds to grow into plants, it takes time for the first elements of a peace accord to develop into a full-fledged agreement.",Entailment,UNQ,FLUTE
1286,3075,Its like a hundred million fireflies dancing around just for us.,It is beautiful,Simile,A hundred million fireflies dancing would be an incredibly beautiful sight.,Entailment,UNQ,FLUTE
1287,5917,Aford Infocom can help your company maximize the benefits by ensuring that your website meets every expectation of its visitors.,Aford Infocom can help your company maximize the benefits by ensuring that your website fulfills every expectation of its visitors.,Metaphor,,Entailment,,IMPLI
1288,8120,"‘ Build’ is a strange, maverick record, assembled around a suite of songs on Side One, with the title track thrown in twice for good measure.","‘ Build’ is a strange, maverick record, assembled around a suite of songs on Side One, with the title track thrown in twice in addition to what has already been done.",Idiom,,Entailment,,IMPLI
1289,6150,"I mean , if somebody was petrified of setting eyes on the youth again , then it would n't do them much good , for him to be sent to make good what damage he 's done to their house , or ,","I mean , if somebody was petrified of seeing the youth again , then it would n't do them much good , for him to be sent to make good what damage he 's done to their house , or ,",Idiom,,Entailment,,IMPLI
1290,3580,The smell of smoke carpeted on the delinquent.,The delinquent reeked of smoke because he was smoking again.,Metaphor,"In this context, the smell of smoke is so strong that it's like it's covering the delinquent like a carpet.",Entailment,UNQ,FLUTE
1291,7760,You drive like you will get the first prize.,,Simile,,,,AB
1292,7866,Your reaction reminds me of a jester.,,Simile,,,,AB
1293,6149,"It wo n't do any harm , but I 'd rather not give him food for thought , because I consider him an idiot and I do n't think he 's capable of interpreting it correctly .","It wo n't do any harm , but I 'd rather not give him anything that should be thought about , because I consider him an idiot and I do n't think he 's capable of interpreting it correctly .",Idiom,,Entailment,,IMPLI
1294,6311,"He followed suit , and , leaning back against the pillows , put a comforting arm around her .","He conformed to another's actions , and , leaning back against the pillows , put a comforting arm around her .",Idiom,,Entailment,,IMPLI
1295,8061,It's par for the course really.,It's expected really.,Idiom,,Entailment,,IMPLI
1296,62,I got so delighted when the driver in front of me decided to cut me off and caused me to spill my coffee.,I was cut off in traffic the other day and it caused me to spill my coffee.,Sarcasm,The driver in front of someone cutting them off is often considered to be rude and on top of that someone spilling their coffee because of that calls for a worse reaction which cannot be a delighted.,Contradiction,SIM,FLUTE
1297,4836,You're as affectionate as a puppy,You're affectionate,Metaphor,,,,FIGQA
1298,6980,Your attitude is like a toddler tantruming in the aisles.,,Simile,,,,AB
1299,7145,Your comments are like something a frosty family would say.,,Simile,,,,AB
1300,953,I don't regret not submitting my resume sooner and thereby missing the chance to get an awesome new job,I missed a chance to get a new job the other week and I really wish I had put my resume in sooner.,Sarcasm,"Submitting a resume sooner would have increased the chances of getting an interview for an awesome new job, so someone who does not submit it is regretful.",Contradiction,SIM,FLUTE
1301,2776,The judge will want to throw the book at you.,The judge will want to charge and convict you with the maximum number of crimes.,Idiom,"To throw the book at someone means to charge or convict them with as many crimes as possible, so the judge in this context wants to do just that.",Entailment,UNQ,FLUTE
1302,7970,"Pat sat smoking in silence for a few minutes and no one else spoke but suddenly he said, ‘ How much of it was real, Julia, when you come to think of it, and how much for fear of what people would say?","Pat sat smoking in silence for a few minutes and no one else spoke but suddenly he said, ‘ How much of it was real, Julia, when you on reflection, and how much for fear of what people would say?",Idiom,,Entailment,,IMPLI
1303,4962,The tea tastes like paper,the tea is flavorless,Metaphor,,,,FIGQA
1304,3637,The faculty meeting was a war.,The faculty meeting was highly aggressive.,Metaphor,"War is a metaphor for aggressive, violent conflict, here, the faculty meeting was likely very intense and argumentative, with people fighting for their own agendas.",Entailment,UNQ,FLUTE
1305,6706,"It was Francoise, motionless and erect, framed in the small doorway of the corridor like the statue of a saint in its niche.",,Simile,,,,Kaggle
1306,7468,Your manners are as good as a monkey's.,,Simile,,,,AB
1307,4296,this problem has migrated to the uk.,This problem has followed the UK and is now affecting them as well.,Metaphor,By migrated means the this problem has come to the UK.,Entailment,UNQ,FLUTE
1308,4867,I'm as admired as a clown,I'm not admired at all,Metaphor,,,,FIGQA
1309,4535,Till the level moon  stared  at him,Till the level moon shone constantly on him,Metaphor,,Entailment,,IMPLI
1310,7136,Your sunburn makes you look like an orange.,,Simile,,,,AB
1311,3724,Her sandals had crepe-thin soles and heels like a wedding cake.,She was wearing sandals with thin soles and high heels.,Simile,"A wedding cake is usually tall and thin, so the simile is emphasizing how thin and tall the heels are.",Entailment,UNQ,FLUTE
1312,6899,The fire was as mesmerizing as a hypnotist's gaze.,,Simile,,,,CHATGPT
1313,4670,the government floated the ruble for a few months,the government caused the ruble to fluctuate for a few months,Metaphor,,Entailment,,IMPLI
1314,6639,She went like snow in the springtime on a sunny hill.,,Simile,,,,Kaggle
1315,5437,We make sure to personalize our services in order to meet your needs at home.,We make sure to personalize our services in order to fulfill your needs at home.,Metaphor,,Entailment,,IMPLI
1316,5873,Axalta continues to drive innovation withâ¦,Axalta continues to incentivize innovation withâ¦,Metaphor,,Entailment,,IMPLI
1317,3340,I battled with this decision for years.,I struggled with this decision for years.,Metaphor,"This metaphor is saying that it was a difficult decision for her to make, and it took her a long time to come to terms with it.",Entailment,UNQ,FLUTE
1318,3081,"The overhead light buzzed at the edge of hearing, like a fly.","The overhead light buzzed irritatingly, at the edge of hearing.",Simile,"A fly buzzes irritatingly and can be hard to swat, similarly the light was buzzing at a frequency that was hard to ignore.",Entailment,UNQ,FLUTE
1319,1794,I was tickled pink when I realized I had to spend the past two days in bed feeling sick and disgusted.,I fell in sick for the past two days and I feel disgusted,Sarcasm,"Tickled pink is often associated with happiness and joy, whereas being sick in bed is usually an unpleasant experience that people would not want to go through.",Contradiction,SIM,FLUTE
1320,2479,"It wouldn't always be noticeable, but it was always like a physical pull.","Even though it wasn't always noticeable, it was always palpable.",Simile,"A physical pull is something that can be felt, even if it's not always visible.",Entailment,UNQ,FLUTE
1321,6609,She swam through the waters like she was falling through a warm dream.,,Simile,,,,Kaggle
1322,7415,Your responses are like they were said without thinking.,,Simile,,,,AB
1323,6650,What passing-bells for these who die as cattle?,,Simile,,,,Kaggle
1324,7916,"But if I said nothing, turned tail and ran from Gyggle, what hope was there for an ordinary life for Ian Wharton?","But if I said nothing, reverse direction and ran from Gyggle, what hope was there for an ordinary life for Ian Wharton?",Idiom,,Entailment,,IMPLI
1325,3847,The girl's personality was as sweet as a grapefruit,The girl's personality was sour.,Simile,"A grapefruit is a sour fruit, so the girl's personality being as sweet as a grapefruit means that it is sour.",Entailment,UNQ,FLUTE
1326,4120,The new measures deflated the economy.,The new measurement units definitely shrinked the economy.,Metaphor,"deflated means to make something smaller or less important, here, the, new measures caused the economy to shrink.",Entailment,UNQ,FLUTE
1327,7509,You dance like a chimpanzee.,,Simile,,,,AB
1328,4993,life journey is the creation of the god,we like journey,Metaphor,,,,FIGQA
1329,5986,If the front rabbit sits tight and declines to budge there is no way the others can move .,If the front rabbit sits firmly and declines to budge there is no way the others can move .,Idiom,,Entailment,,IMPLI
1330,1383,I feel like a total genius for getting a reeally bad grade back on my science test.,I got the worst mark back on my science test.,Sarcasm,Getting a bad grade on a test is not something that would make someone feel like a genius because it indicates a lack of intelligence.,Contradiction,SIM,FLUTE
1331,560,My daughter made me feel like jumping for joy by having me buy the supplies she wanted and not the ones on the school list.,My daughter had me buy the supplies she wanted and not the ones on the school list.,Sarcasm,Most people would not be happy about having to spend extra money on supplies that their children want but are not needed for school and so the daughter has made her mother feel joy in an ironic way.,Contradiction,SIM,FLUTE
1332,2276,My eyes welled up and I could feel my face turning red.,Tears had rolled down my eyes and my face was red.,Metaphor,The metaphor - welled up - means that I was so embarrassed that I started crying and my face turned red.,Entailment,UNQ,FLUTE
1333,2558,He felt a sudden red pain through his leg.,He felt a sudden intense pain through his leg.,Metaphor,The sudden red pain that he felt through his leg was  severe and intense.,Entailment,UNQ,FLUTE
1334,4797,I have the discipline of a teenage delinquent,I am not disciplined at all,Metaphor,,,,FIGQA
1335,4116,I 'll expect you to nail it on the first try.,I'll expect you to succeed at something in a particularly impressive way on the first try.,Idiom,"To nail it means to succeed at something in a particularly impressive way, which is what is expected in this context.",Entailment,UNQ,FLUTE
1336,3092,"when the chips are down, I have always been able to count on my little brother, that's a fact.","when things are at their most difficult, I have always been able to count on my little brother, that's a fact.",Idiom,"When the chips are down means at the final or critical moment, and in this context the speaker is saying that their little brother is always there for them when things are tough.",Entailment,UNQ,FLUTE
1337,6610,They children ran like ripples through water.,,Simile,,,,Kaggle
1338,644,I feel pleased that I accidentally sent an email to my whole company instead of just my boss,I meant to send an email to my boss and instead I accidentally sent it out to my whole company.,Sarcasm,"Accidentally sending an email to a large group of people, such as a company, can be embarrassing and stressful because it often contains confidential or personal information.",Contradiction,SIM,FLUTE
1339,6425,"He has been welcomed back with open arms by team - mates who appreciate talent , courage and strong character — we will need all three qualities to overcome the Springboks .","He has been welcomed back with great affection by team - mates who appreciate talent , courage and strong character — we will need all three qualities to overcome the Springboks .",Idiom,,Entailment,,IMPLI
1340,1546,I feel great about my neighbors lovely dog barking all freaking night and helping me keep calm.,My neighbors dog does not shut up at night and it's agitating me.,Sarcasm,Barking dogs are often a nuisance and can disturb people's peace and so someone who feels great about their dog barking all night is not rational.,Contradiction,SIM,FLUTE
1341,3252,"The only things that ruined the elegance of the room were the security cameras mounted to the walls, their red lights winking on and off like devilish fireflies as they swiveled around in slow, steady circles.","The only things that ruined the elegance of the room were the security cameras mounted to the walls, their red lights winking  inconsistently and wavering in certainty like devilish fireflies as they swiveled around in slow, steady circles.",Idiom,"The idiom on and off means inconsistently or wavering in certainty, which is how the security cameras' red lights are behaving.",Entailment,UNQ,FLUTE
1342,8025,"Me, I'd take half a dozen ski trips a year, spend a lot of time on the beach, have a lot of fun in pubs and clubs (and, by the by, give Middlesbrough FC enough money to win the Football League and FA Cup).","Me, I'd take half a dozen ski trips a year, spend a lot of time on the beach, have a lot of fun in pubs and clubs (and, incidentally, give Middlesbrough FC enough money to win the Football League and FA Cup).",Idiom,,Entailment,,IMPLI
1343,4883,My head is a drum solo,My head is pounding,Metaphor,,,,FIGQA
1344,1843,Delighted that I might be very close to death because I am going to go sky diving this weekend with my best friend,Terrified that I might be very close to death because I am going to go sky diving this weekend with my best friend,Sarcasm,Sky diving is a dangerous activity which could potentially lead to death and so someone being delighted about it does not make sense especially when they hate heights,Contradiction,UNQ,FLUTE
1345,5641,Most health insurance companies now cover TMS for Depression Treatment.,Most health insurance companies now pay for TMS for Depression Treatment.,Metaphor,,Entailment,,IMPLI
1346,2350,I felt like a floating feather as my vision went black.,I felt weightless as I lost consciousness and my vision went black.,Simile,"A feather floats because it is very light, and weightless",Entailment,UNQ,FLUTE
1347,2467,"When the weatherman predicta flurries, you'd better batten down the hatch, esespecially in December.","When the weatherman predicts flurries, you'd better get ready for tough times, especially in December.",Idiom,"To batten down the hatches means to prepare for difficult times, which is what the person in this sentence is doing.",Entailment,UNQ,FLUTE
1348,4681,these rivers head from a mountain range in the himalayas,these rivers come from a mountain range in the himalayas,Metaphor,,Entailment,,IMPLI
1349,8399,"Joey's used to dealing with difficult customers, but when he comes face to face with a gun - toting angry young man, it takes all his soothing charm to save the day.","Joey's used to dealing with difficult customers, but when he comes face to face with a gun - toting angry young man, it takes all his soothing charm to rescue a person from major failure.",Idiom,,Entailment,,IMPLI
1350,5440,Step 5: The Escrow service confirms all conditions are met and pays the Seller.,Step 5: The Escrow service confirms all conditions are fulfill and pays the Seller.,Metaphor,,Entailment,,IMPLI
1351,6700,He looks like right after the maul hits the steer and it no longer alive and don't yet know that it is dead.,,Simile,,,,Kaggle
1352,1328,I feel wonderful now that I won't be able to get the loan from the bank considering it was my only hope.,I was counting on a loan from  the bank and I just found out I cant get it.,Sarcasm,"Considering that the person is applying for a loan from the bank, it means that they need the money and so not being able to get it would be a huge letdown not wonderful.",Contradiction,UNQ,FLUTE
1353,2779,I'm going to call in sick tomorrow.,I'm going to tell my boss that I'm ill and won't be able to come in tomorrow.,Idiom,"To call in sick means to inform one's employer that one will be absent due to illness, which is what the speaker is going to do.",Entailment,UNQ,FLUTE
1354,5435,"The majority of journey traveling insurance policy will certainly cover journey termination, journey disruption or hold-ups, clinical, oral, emergency situation clinical transport, shed travel luggage, unintentional fatality, economic default of airline companies, and also cruise ship lines.","The majority of journey traveling insurance policy will certainly pay for journey termination, journey disruption or hold-ups, clinical, oral, emergency situation clinical transport, shed travel luggage, unintentional fatality, economic default of airline companies, and also cruise ship lines.",Metaphor,,Entailment,,IMPLI
1355,4833,this door's as sturdy as cardboard,This door is very flimsy.,Metaphor,,,,FIGQA
1356,7649,You are acting like you are unhappy.,,Simile,,,,AB
1357,5844,"Buyers are waiting for the SBR price to drop to around or below $1,500/tonne [CFR SE Asia] due to the weak NR and feedstock BD decline,â a trader said.","Buyers are waiting for the SBR price to reduce to around or below $1,500/tonne [CFR SE Asia] due to the weak NR and feedstock BD decline,â a trader said.",Metaphor,,Entailment,,IMPLI
1358,4175,Her hair was as curly as ruler,Her hair is straight,Simile,"A ruler is a straight object, so saying someone's hair is as curly as a ruler would mean that the person's hair is not curly at all and is actually straight",Entailment,UNQ,FLUTE
1359,5805,morris light and sound price drop morris light and sound jobs,morris light and sound price reduce morris light and sound jobs,Metaphor,,Entailment,,IMPLI
1360,4543,"Let your heart  speak  , Minnehaha ! ""","Speak sincerely , Minnehaha !",Metaphor,,Entailment,,IMPLI
1361,5572,More homes are poised to hit the market,More homes are poised to become available for sale in the market,Metaphor,,Entailment,,IMPLI
1362,3837,"it weighs nine pounds,"" said dr. white, sounding like a father telling you the weight of his newborn baby.","It weighs nine pounds,"" said Dr. White proudly.",Simile,"A father telling you the weight of his newborn baby is proud because it is a large weight for a newborn, so Dr. White sounds proud.",Entailment,UNQ,FLUTE
1363,1553,I was watching a TV show where people were eating lovely cockroaches and that made me wanna appreciate the beauty of the show,I was watching a TV show where people were eating cockroachs and wanted to throw up.,Sarcasm,People generally have a disgust reaction when they see someone else eating cockroaches and therefore it is not likely that someone would be appreciate the beauty of a show where people are doing so,Contradiction,SIM,FLUTE
1364,2797,"I bite down on my lip, unable to finish the sentence, let alone get the picture of what I just witnessed.","I bite down on my lip, unable to finish the sentence, let alone comprehend what I just witnessed.",Idiom,"To get the picture is to understand a situation, and in this sentence the speaker is trying to understand what they just witnessed.",Entailment,UNQ,FLUTE
1365,7928,"Going public is an ideal way of doing this for the right company, but, unlike in the mid-1980s, it will not be an option for many smaller companies with most flotations now capitalised at over £ 25 m.","being announced publicly is an ideal way of doing this for the right company, but, unlike in the mid-1980s, it will not be an option for many smaller companies with most flotations now capitalised at over £ 25 m.",Idiom,,Entailment,,IMPLI
1366,4016,Some people can down a pound of meat in the course of one meal.,It is amazing how some people can eat a pound of meat in one meal.,Metaphor,Downing a pound of meat means to eat it all in one sitting.,Entailment,UNQ,FLUTE
1367,8349,"What is suggested here may seem tedious and unnecessary, but it saves time and frustration in the long run, and makes the checking itself more effective and fruitful.","What is suggested here may seem tedious and unnecessary, but it saves time and frustration over a long period of time, and makes the checking itself more effective and fruitful.",Idiom,,Entailment,,IMPLI
1368,65,It was the highlight of the night when my girlfriend kissed another guy at the party.,I felt betrayed when my girlfriend kissed another guy at a party.,Sarcasm,The girlfriend kissing another guy at the party is not something to be happy about and is instead a cause for jealousy and anger.,Contradiction,SIM,FLUTE
1369,817,I get so elated when I think about how my wife squandered all my retirement money,How can I not be mad at her when my wife wasted all my retirement money,Sarcasm,It is not a feeling of elation to think about how someone squandered all your retirement money because it would mean that you have no money to support yourself in retirement.,Contradiction,SIM,FLUTE
1370,7607,Your voice sounds like a rasp.,,Simile,,,,AB
1371,7016,You look as tired as a cat.,,Simile,,,,AB
1372,6343,"And when he made history , he did so by speaking , mostly for members of his own line and for close collaterals .","And when he did something that was memorable, he did so by speaking , mostly for members of his own line and for close collaterals .",Idiom,,Entailment,,IMPLI
1373,3239,I'm like an overused well .,I'm dry .,Simile,"When a well is overused, it runs out of water and is dry.",Entailment,UNQ,FLUTE
1374,7960,"no but I keep us briefed so with so we're up to speed on it and keep those little units, that little campaign feeling here, there and everywhere going.","no but I keep us briefed so with so we're fully informed on it and keep those little units, that little campaign feeling here, there and everywhere going.",Idiom,,Entailment,,IMPLI
