,Unnamed: 0.1,Unnamed: 0,Hypothesis,Type,GPT-3,BERT,ROBERTA,Ensemble
227,227,170,The fact that other fans recognise his behaviour as deplorable and ‘ beyond the pale’ is seen as proof that most fans have a tacit knowledge of the rules of disorder .,Idiom,Idiom,Idiom,Sarcasm,Idiom
228,228,444,Your sunburn makes you look like you've been dipped in red paint.,Simile,Simile,Simile,Simile,Simile
229,229,655,I feel so happy that I am not as good as Barack Obama when it comes to public speaking.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
230,230,403,Her interest in butterflies absorbs her completely.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
231,231,366,I feel loved how my friends always take me for granted and use me when they need something,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
232,232,781,the heavy rain guttered the soil.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
233,233,402,Can Desert Orchid the champion bring the house down and win .,Idiom,Idiom,Idiom,Metaphor,Idiom
234,234,467,For summer and his pleasures take flight on thee.,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
235,235,513,Harmless  fell  the blows he dealt it.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
236,236,145,"In a nutshell the approved structure plan seriously underestimated the employment needs of the district, and it allocated only forty six hectare for a fifteen year period.",Idiom,Idiom,Idiom,Idiom,Idiom
237,237,66,I adore it when people blast their music during the week at 3am and disrupt my sleep,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
238,238,560,The river flows like a stream of glass,Simile,Simile,Metaphor,Metaphor,Metaphor
239,239,263,Her love was a rotting apple,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
240,240,336,IN THE LONG RUN IT'S MORE COMFORTABLE.,Idiom,Idiom,Idiom,Idiom,Idiom
241,241,262,The play was as thrilling as watching paint dry,Metaphor,Metaphor,Simile,Metaphor,Metaphor
242,242,472,Exhausted .,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
243,243,520,"But the leitmotiv has been the announcement of disenchanted Citizen Smiths that they intend, in the light of Labour's defeat, to emigrate.",Idiom,Idiom,Idiom,Idiom,Idiom
244,244,90,We warmly advise to take out insurance to cover eventual medical expenses or loss of luggage.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
245,245,669,I was really thrilled when I realized I called my girlfriend by my ex-girlfriend's name.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
246,246,413,"The talks came to grief after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future .",Idiom,Idiom,Idiom,Idiom,Idiom
247,247,249,"Outside the capital , accident and emergency services were being provided in most areas , but the ban on emergency work was tightened .",Metaphor,Idiom,Metaphor,Metaphor,Metaphor
248,248,99,Your input is like an out of control printer.,Simile,Simile,Simile,Simile,Simile
249,249,657,I feel so proud about myself for not being as good as Barack Obama when it comes to public speaking.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
250,250,202,i attacked the problem as soon as i got out of bed,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
251,251,761,It's a two-way street.,Idiom,Idiom,Metaphor,Idiom,Idiom
252,252,617,It makes me so proud that there are employees in the workplace who can't pull their own weight,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
253,253,269,I was just overjoyed when my son brought home his first failing grade,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
254,254,416,I absolutely adore how customer service reps with attitudes make me feel like crap,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
255,255,532,he absorbed the knowledge or beliefs of his tribe.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
256,256,649,I just love that my ex didn't have the decency to at least pay his car note before asking me for some money.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
257,257,371,Your voice is like a whisper.,Simile,Simile,Simile,Simile,Simile
258,258,136,Your hair is as silky as sandpaper.,Simile,Simile,Simile,Simile,Simile
259,259,601,Your posture reminds me of a weary marathon runner.,Simile,Simile,Simile,Simile,Simile
260,260,29,"God, I'm beautiful even with all these freaks still clambering over my back, stitching me up with all that snake-like twine theyd used in my operation, I look like a vogue model.",Simile,Simile,Simile,Sarcasm,Simile
261,261,1,The man has the build of a third-grader,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
262,262,492,Come take it from me.,Idiom,Idiom,Idiom,Idiom,Idiom
263,263,609,"I wouldn't have believed myself capable of attracting anyone, let alone such a man.",Idiom,Idiom,Idiom,Idiom,Idiom
264,264,273,I've never felt so calm and cool knowing that I am going to go sky diving this weekend with my best friend.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
265,265,254,Now Paul will think twice .,Idiom,Idiom,Idiom,Metaphor,Idiom
266,266,143,I was really glad when TSA made me pull down my pants at the airport yesterday,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
267,267,627,The sun set behind the mountains like a ball of fire.,Simile,Simile,Simile,Simile,Simile
268,268,434,I love being bald and honestly feel fortunate to lose all my hair,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
269,269,743,"A whirling vortex surrounded her, but within the vortex she was like a buddhist garden.",Simile,Simile,Simile,Simile,Simile
270,270,252,"I also hope that we will find out new and exciting areas for innovation potential that will drive new research and business opportunities, as well as job growth in the sector.",Metaphor,Metaphor,Metaphor,Sarcasm,Metaphor
271,271,573,I bought excellent quality headphone cords with a special feature where they are so tiny that they don't reach your ears.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
272,272,480,This is realpolitik run amok.’,Idiom,Idiom,Idiom,Metaphor,Idiom
273,273,53,"Let's cut the crap,said webb's fishing companion.",Idiom,Idiom,Idiom,Idiom,Idiom
274,274,333,I was once really hopeful that a boy liked me but was extremely happy to find out he was in love with my bestie,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
275,275,164,I was really excited when our electric went out and it was so dark that I couldn't see anything,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
276,276,86,His eyes were as deep as an oil well,Metaphor,Simile,Metaphor,Metaphor,Metaphor
277,277,538,You were mine — I knew that as soon as I set eyes on you.,Idiom,Idiom,Idiom,Simile,Idiom
278,278,726,This dress makes you look like a pile of rags.,Simile,Simile,Simile,Simile,Simile
279,279,288,I am so looking forward to the moment when my boss wants to talk to me after lunch because I have no idea what it could be about.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
280,280,146,"Three hours later I was on hands and knees under the cotton trailer, as sick as a dog.",Idiom,Idiom,Idiom,Sarcasm,Idiom
281,281,676,I was in good spirits when I lost my job and had to scramble to find a new one.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
282,282,697,The taste of agony laid thick upon my tongue.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
283,283,511,"Does it dry up like a raisin in the sun? Or fester like a soreâ” And then run? Does it stink like rotten meat? Or crust and sugar over like a syrupy sweet?""",Simile,Simile,Simile,Simile,Simile
284,284,55,Your smile is like a daisy in amongst the sunflowers.,Simile,Simile,Simile,Simile,Simile
285,285,302,middle age dulled her appetite for travel,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
286,286,376,Your reaction reminds me of a shocked cat.,Simile,Simile,Simile,Simile,Simile
287,287,384,The guy's taco looked totally normal until I saw the whipped cream and then I really wanted to hug him for his beautiful taste.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
288,288,586,Your smile is like a mask.,Simile,Simile,Simile,Simile,Simile
289,289,304,"This was when violent members of the gay community struck out against police, and it was the start of the gay liberation movement",Metaphor,Idiom,Idiom,Sarcasm,Idiom
290,290,48,My friends asked if I would tickle the ivory at their wedding reception.,Idiom,Idiom,Metaphor,Sarcasm,Idiom
291,291,725,The clouds were like ice-cream castles in the sky.,Simile,Simile,Simile,Simile,Simile
292,292,623,I didn't like him enough to put up with that shit.,Idiom,Idiom,Idiom,Idiom,Idiom
293,293,409,I was having difficulties with the underline of the hover state being cut off by the flash doc.,Metaphor,Idiom,Metaphor,Sarcasm,Idiom
294,294,68,The stars shined as bright as wood,Metaphor,Simile,Metaphor,Metaphor,Metaphor
295,295,451,You talk like you're unsure.,Simile,Simile,Simile,Simile,Simile
296,296,606,Got caught stealing office supplies from work and now feel proud,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
297,297,142,I feel like humanity is really positive after watching a lot of true crime shows,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
298,298,546,I made such an excellent use of three months by going to the town hall to renew my driving license and the agent gave me wrong information,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
299,299,380,"The results of allowing boroughs to withdraw would , to say the least , be chaotic .",Idiom,Idiom,Idiom,Idiom,Idiom
300,300,412,My brain is glowing after the bottle of champagne.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
301,301,715,You are acting like a dog in a park.,Simile,Simile,Simile,Simile,Simile
302,302,787,Set Price Drop Alerts to get notified when price drops,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
303,303,688,The city was as dynamic as a living organism.,Simile,Simile,Simile,Simile,Simile
304,304,585,"They wore jeans, which made me stand out like a sore thumb.",Simile,Simile,Simile,Simile,Simile
305,305,59,I was so excited to eat my takeout last night and then I got home to find the beautiful surprise that half my food was missing.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
306,306,476,And his wishes  served  to guide him ;,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
307,307,576,"I love how my boyfriend is always talking to other girls whenever we go out, it doesn't make me feel insecure at all",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
308,308,112,He was anxious like a lion.,Simile,Metaphor,Simile,Metaphor,Metaphor
309,309,457,And their which are guarded round the clock.,Idiom,Idiom,Idiom,Metaphor,Idiom
310,310,698,The water tastes like Spring shower,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
311,311,793,You may petition the president of the united states to allow you to run the gauntlet of the nations disapproval.,Idiom,Idiom,Idiom,Idiom,Idiom
312,312,167,I love how my partner nitpicks almost every little thing in our relationship,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
313,313,308,some peaks of demand can be dealt with by external consultants.,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
314,314,293,Yona really put it in a nutshell when she said I think er er you know behind closed doors the women worrying about what was gon na happen next you know they felt very frustrated and in a way it was a way to channel o our energies away,Idiom,Idiom,Idiom,Sarcasm,Idiom
315,315,811,I was delighted to find a dead fly in my jello.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
316,316,584,You look like you're not enjoying yourself.,Simile,Simile,Simile,Simile,Simile
317,317,686,"As calm, cool and collected as a politician, even when he was under fire, wallace met her gaze with a level stare.",Idiom,Idiom,Idiom,Idiom,Idiom
318,318,733,She might not have been able to put into words the high hopes she held for her daughter but her actions spoke volumes .,Idiom,Idiom,Idiom,Idiom,Idiom
319,319,643,"And then , the Daily Telegraph discovered ‘ the truth’ : ‘ privatisation of Britain 's water industry … runs against the grain of Mr Delors’ social strategy.’",Idiom,Idiom,Idiom,Idiom,Idiom
320,320,530,They said that lately the castle was like a beehive.,Simile,Simile,Simile,Simile,Simile
321,321,729,I was jumping for joy when I received 3 rejection letters for different jobs in such a short amount of time.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
322,322,600,Though his pace he checked and slackened.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
323,323,707,"Monetarists also recognize that the demand for money can shift unpredictably in the short run with changing expectations of prices , interest rates and exchange rates .",Idiom,Idiom,Idiom,Idiom,Idiom
324,324,459,Your hair looks like a sheep dog.,Simile,Simile,Simile,Simile,Simile
325,325,212,"While most car insurance policies will only cover (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
326,326,344,You behave like you are running out of time.,Simile,Simile,Simile,Simile,Simile
327,327,389,So blessed my new Toyota Camry got hit by this awesome guy. It really gave my car some personality.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
328,328,64,"If I continue to go the distance for her, our relationship will be fine.",Idiom,Idiom,Idiom,Idiom,Idiom
329,329,786,I absolutely love myself for going on a date without only to realize there is no money in my bank account,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
330,330,374,I am pleased because the last thing I need is a headache to make my day worse,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
331,331,477,He wanted to bring the house down this time.,Idiom,Idiom,Metaphor,Metaphor,Metaphor
332,332,265,I accidentally stepped on a dead rat while walking home from work and it made me feel just amazing.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
333,333,291,Your hands are like jellies.,Simile,Simile,Simile,Simile,Simile
334,334,486,"Hopefully, my characters will stand the test of time.",Idiom,Idiom,Idiom,Idiom,Idiom
335,335,447,"I work so hard, and it isn't unfair at all how some of my friends have no idea what 'hard work' really is because they are born into privilege",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
336,336,160,The car pummeled the toy.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
337,337,554,Please contact us about any of our services or to meet with one of our funeral service professionals.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
338,338,757,The tournaments are very popular events and the organisation behind the scenes is always excellent.,Idiom,Metaphor,Idiom,Idiom,Idiom
339,339,360,You behave like you're starved.,Simile,Simile,Simile,Simile,Simile
340,340,683,"As a housewife and knitting club member , she ‘ took the plunge’ and opened Woolwork nearly ten years ago and Meryl reckons the success of the shop is due to Lena 's attitude of giving the same smiling service whether the customer wants a cone of yarn or the latest machine .",Idiom,Idiom,Idiom,Idiom,Idiom
341,341,237,He absorbed the costs for the accident.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
342,342,363,But then the paper would get wind of your bigamist marriage.,Idiom,Idiom,Idiom,Idiom,Idiom
343,343,610,The makeup matched the woman's skin tone like Ice cream on pizza,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
344,344,354,"This is the challenge for the brewers and their designers — to survive in the long term they must, in certain instances, address this radically broadened target market.",Idiom,Idiom,Idiom,Idiom,Idiom
345,345,808,He knew that metcalfe was one of the white hats.,Idiom,Idiom,Idiom,Idiom,Idiom
346,346,241,John is a mighty moose.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
347,347,426,You are as thin as a stick.,Simile,Simile,Simile,Simile,Simile
348,348,783,The move could trigger a tit - for - tat trans - Atlantic trade war if the Community retaliates in kind.,Idiom,Idiom,Idiom,Idiom,Idiom
349,349,583,"She had fabricated the results of its own quality-assurance testing in every single plant, bar none.",Idiom,Idiom,Idiom,Idiom,Idiom
350,350,632,I totally feel thrilled that my friend's girlfriend cheated on him,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
351,351,571,A voice like a hall-stalking headmaster,Simile,Simile,Simile,Simile,Simile
352,352,557,‘ Potentially there are a lot of places up for grabs .,Idiom,Idiom,Idiom,Idiom,Idiom
353,353,13,"‘ we pour cold water on the natural loving feelings of their parents , and give them the impression they have produced something monstrous .",Idiom,Idiom,Idiom,Idiom,Idiom
354,354,564,"I work so hard, and it's amazing how some of my friends have no idea what fun 'hard work' really is because they are blessed by being born into wealth",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
355,355,765,The preschool teacher was a grim reaper.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
356,356,257,"Everyone is a robot subtly testing you, but you are starting to get like an amateur detective.",Simile,Simile,Simile,Simile,Simile
357,357,356,Your lips are like ice.,Simile,Simile,Simile,Simile,Simile
358,358,445,The movie was as long as a catholic wedding,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
359,359,172,I feel proud that all my hard work didn't pay off in the form of a promotion,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
360,360,504,I am feeling amazing that my electric bill is twice as high as it was last month.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
361,361,319,You have no idea why people suddenly have become like pale frail zombies.,Simile,Simile,Simile,Simile,Simile
362,362,406,You remind me of a train wreck.,Simile,Simile,Simile,Simile,Simile
363,363,735,Absolutely loved the highlight of the gym class today when my pants suddenly split open and everyone saw my underwear,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
364,364,140,I love the sound of people loudly breathing while they eat a sandwich,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
365,365,510,These goods are as valuable as treasure,Metaphor,Simile,Metaphor,Simile,Simile
366,366,490,Your movements remind me of a tornado.,Simile,Simile,Simile,Simile,Simile
367,367,719,He waited like a leopard poised to pounce,Simile,Simile,Simile,Metaphor,Simile
368,368,210,"Last night, dealers reflected the trauma by slashing the shares to 1 3/4p from 2p, valuing the group at a rock bottom £ 2.3 m.",Idiom,Idiom,Idiom,Idiom,Idiom
369,369,383,I was thrilled to find out that all my effort for studying last week resulted in a failing grade,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
370,370,427,I was delighted when my laptop got ruined after my toddler spilled water on it.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
371,371,568,it dawned on him that she had betrayed him,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
372,372,605,By Thursday a run on money market funds was in full swing and we came as close to a meltdown as at any time since the 1930s.,Idiom,Idiom,Idiom,Metaphor,Idiom
373,373,575,You move like you're depressed.,Simile,Simile,Simile,Simile,Simile
374,374,126,He's like a pig in a wallow.,Simile,Simile,Simile,Simile,Simile
375,375,78,I feel proud that the meal I cooked for my family didn't turn out well,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
376,376,569,It 's all water under the bridge ; you do n't want to hear it — I 'm sorry if you feel I 've been unfair to you .,Idiom,Idiom,Idiom,Sarcasm,Idiom
377,377,232,Smoke rising from erupting pyrotechnics was like a london fog.,Simile,Simile,Simile,Simile,Simile
378,378,630,"Maybe if she gave up the baby, no one in town would ever get wind of it.",Idiom,Idiom,Idiom,Idiom,Idiom
379,379,803,Your voice sounds like a screaming cat.,Simile,Simile,Simile,Simile,Simile
380,380,303,"Compared to their competitors' tech, this prototype looks like it has come from 4021",Metaphor,Metaphor,Metaphor,Simile,Metaphor
381,381,93,I was at a party with my boyfriend and he ignoring me there made me feel super loved,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
382,382,377,Just take it on the chin and forget about it.,Idiom,Idiom,Idiom,Idiom,Idiom
383,383,731,It's great to have a colleague at work who smells so bad that it makes me want to vomit.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
384,384,298,You remind me of a tsunami.,Simile,Simile,Simile,Simile,Simile
385,385,805,"Thrilled with how two very responsible guys who RSVP'd for the flag football game didn't bother to show up, so I was stuck with a half-baked event.",Sarcasm,Sarcasm,Sarcasm,Idiom,Sarcasm
386,386,640,"And in annwyl's mind, kil the ones demanding the product and the suppliers will go out of business?",Idiom,Idiom,Idiom,Idiom,Idiom
387,387,189,I feel overjoyed that I pigged out on KFC last night and barely felt any guilt,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
388,388,186,Just in case I needed some motivation for him to calm down should he be inclined to go ballistic on me.,Idiom,Idiom,Idiom,Sarcasm,Idiom
389,389,665,"Barb leaves, you cant deal with it, so you vent your spleen at her and the company she works for.",Idiom,Idiom,Idiom,Idiom,Idiom
390,390,712,"It could be a long match tomorrow, and he could run out of steam if it goes to five sets.",Idiom,Idiom,Idiom,Idiom,Idiom
391,391,104,The former thief takes on one last heist and finds herself matching wits with a jack of all trades.,Idiom,Idiom,Idiom,Idiom,Idiom
392,392,130,I am glad that I might not have enough money to buy food next month,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
393,393,349,She is as flexible as a stick,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
394,394,299,"Absolutely loved having a conversation this week, where my manager gave me discouraging comments about my work performance",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
395,395,367,I feel overjoyed that I forgot to put up the leftovers last night and it resulted in not having food today,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
396,396,405,The chapter has the depth of the sea.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
397,397,244,The wind was as haunting as a ghost's whisper.,Simile,Simile,Simile,Simile,Simile
398,398,177,I have so much self control that I always eat all the ice cream before my kids have a chance to,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
399,399,397,Your progress is like wading through mud.,Simile,Simile,Simile,Simile,Simile
400,400,95,You laugh like it's not really funny.,Simile,Simile,Simile,Simile,Simile
401,401,169,"When it gets right down to the nuts and bolts of it, I'm flat-out lazy.",Idiom,Idiom,Idiom,Sarcasm,Idiom
402,402,621,He has a brain like a sieve.,Metaphor,Simile,Metaphor,Simile,Simile
403,403,678,You talk like an icicle.,Simile,Simile,Simile,Simile,Simile
404,404,62,The smell coming out of my trash can was so beautiful that I almost threw up,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
405,405,672,You make me feel like a plant which has been watered with vinegar.,Simile,Simile,Simile,Simile,Simile
406,406,129,It was obvious the firm would foot the bill for the settlement.,Idiom,Idiom,Idiom,Idiom,Idiom
407,407,88,Off she went like a wreckingball.,Simile,Simile,Simile,Simile,Simile
408,408,795,I just love that the internet is always failing and I feel great because of it.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
409,409,138,I am completely excited that I have been diagnosed with HIV,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
410,410,597,Park Ophthalmology is designed as a complete service eye care center to cover the requirements of persons living and working within the Triangle area and surrounding communities.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
411,411,764,The good news I hear from feminist friends is that it's becoming old hat these days to involve the father in childbirth.,Idiom,Idiom,Sarcasm,Idiom,Idiom
412,412,282,Your attention span is smaller than a goldfish's.,Simile,Simile,Simile,Simile,Simile
413,413,618,"In no-fault states, at least some medical expenses will be covered under your auto insurance policy, regardless of whether the accident was your fault or not.",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
414,414,197,"There were three rows with his father, behind closed doors, then they reached agreement.",Idiom,Idiom,Idiom,Idiom,Idiom
415,415,796,I was thrilled when I stepped in gum someone spit on the side walk,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
416,416,238,"I know you said you didn't get your hands dirty, but I need a getaway driver.",Idiom,Idiom,Idiom,Idiom,Idiom
417,417,390,I felt proud of humanity when I saw the woman being extremely disrespectful to another woman of color at the mall.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
418,418,792,How cool is it that my boss just shot down my idea to take a vacation and enjoy some time off,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
419,419,166,The world had always been handed to her on a silver platter.,Idiom,Idiom,Metaphor,Idiom,Idiom
420,420,309,"If you want to gossip, sling your hook and drink somewhere else.",Idiom,Idiom,Idiom,Idiom,Idiom
421,421,114,"I have no idea how he did it, but he sure cut the gordian knot.“",Idiom,Idiom,Idiom,Sarcasm,Idiom
422,422,271,I was at the airport and was thrilled when I saw how somebody jumped the queue and cut in front of me,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
423,423,388,Gwendolyn felt like an international woman of mystery who held all the answers to all the questions this loverboy could ask.,Simile,Simile,Simile,Sarcasm,Simile
424,424,301,His personality was as sparkling as JULY 4TH FIREWORKS,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
425,425,195,every star seemed to flare with new intensity.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
426,426,196,My friend just bought a new Porsche and I feel really proud about the fact that I can't even afford a scooter,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
427,427,798,"A wish with no strings attached whatsoever, as long as the judge approved it.",Idiom,Idiom,Idiom,Simile,Idiom
428,428,182,The event engraved itself into her memory.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
429,429,32,"… bloody man is in the fast - lane; comes off at junction 7 for a year or so here, and then he'll be off and away at junction 8, on to his chief's job somewhere else … and look at him!",Idiom,Idiom,Idiom,Idiom,Idiom
430,430,80,They were successful and at the end of the day the price of gold dropped to $1200.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
431,431,677,in my book coincidences didn't really exist.,Idiom,Metaphor,Metaphor,Idiom,Metaphor
432,432,650,If you know of anyone in the north Minneapolis area whose home suffered structural damage please send the following information to WA Director Nick Jaeger at njaeger@mul.org,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
433,433,395,After school the child had the appetitie of a vulture,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
434,434,318,our new synthetic fabric breathes and is perfect for summer wear,Metaphor,Metaphor,Metaphor,Sarcasm,Metaphor
435,435,421,It would have been inaccurate to describe Zoe as being away with the fairies.,Idiom,Idiom,Idiom,Idiom,Idiom
436,436,268,"If one decides to give away £ 5 m to encourage the arts , I do not think that it is a very sensible way to give it to my noble friend Lord Archer , who is a very rich man already , and who gets £ 6,000 a year out of the pockets of taxpayers who are very much poorer than he is . '",Idiom,Idiom,Idiom,Idiom,Idiom
437,437,178,I was really looking forward to getting a large bonus at work today and instead was pleasantly surprised to receive next to nothing!,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
438,438,251,"For their part, consumes should take reasonable care when making purchases; where there is small print it should be read carefully or, if it seems complex and the purchase involves a large sum of money, professional advice may be required.",Idiom,Idiom,Idiom,Idiom,Idiom
439,439,364,But among political scientists and businesspeople the countryâs name has long suffered worst damage than this.,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
440,440,372,The decor was like a college dorm room furnished on a budget.,Simile,Metaphor,Simile,Simile,Simile
441,441,36,Their love was the discharge unit of a psych ward,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
442,442,14,"There may be no other country in the world that over the past half century has seen growth as sustained as that of South Korea, including conversions to Christ.",Metaphor,Metaphor,Idiom,Idiom,Idiom
443,443,54,I am absolutely elated that my loyal wife of 10 years has been unfaithful to me,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
444,444,341,You behave like a toddler on acid.,Simile,Simile,Simile,Simile,Simile
445,445,118,"So pleased that I didn't do well on my final and now I might lose my scholarship, isn't life wonderful!",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
446,446,418,Your input is like a two year old trying to help.,Simile,Simile,Simile,Simile,Simile
447,447,684,"It appeared from truth alone , the truth we live.",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
448,448,127,Soulflower Skin Brightening Regime has dropped from its initial price of Rs.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
449,449,194,You behave like a mime.,Simile,Simile,Simile,Simile,Simile
450,450,752,"He took the bull by the horns at the end of last season, slashing the club's wage bill by switching from expensive full - time players to part - timers, with dramatic results.",Idiom,Idiom,Idiom,Idiom,Idiom
451,451,134,I was very excited when the police officers stopped me the other night while I was just out for a casual walk.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
452,452,122,The roots of the war were in the economical crisis.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
453,453,153,But a policeman saved the day and told the attendant to forget about the money and let the cars get out.,Idiom,Idiom,Idiom,Idiom,Idiom
454,454,24,We got up way too early to catch a short flight to Paraguay.,Metaphor,Metaphor,Sarcasm,Metaphor,Metaphor
455,455,158,"meredith,"" he said, and he sounded like an elderly relative who just heard you say ""fuck"" for the first time.",Simile,Simile,Simile,Simile,Simile
456,456,313,Latex fetish xxx service offers you to meet people with the same interests and play sex games in real time.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
