,Unnamed: 0,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source,Literal Translation,Score,BLEURT,BERT,Human Evaluation 1,Human Evaluation 2,Avg HE,,
70,789,214,I felt really loved when my sister said some really mean things to me that hurt my feelings,I recently got very upset with my sister when said some very mean things to me.,Sarcasm,"When someone says mean things to someone that hurts their feelings, it is not a sign of love but instead of disrespect.",Contradiction,UNQ,FLUTE,I felt really hurt when my sister said some mean things to me.,85.77674627,0.7681995034,0.947335422,1,1,1,,
71,770,1211,Really happy about the fact that I bombed my job interview!,Really annoyed about the fact that I bombed my job interview!,Sarcasm,"A job interview is a process which someone goes through to potentially get a job, and bombing it would mean that they did not do well and hence cannot be stoked about it",Contradiction,UNQ,FLUTE,I am pleased with myself because I performed poorly in the job interview!,75.10375381,0.572167635,0.9299074411,0,0,0,,
72,280,2,It makes me feel amazing when I think about the fact that my wonderful co-worker who barely does anything is making more money than I do.,It makes me feel resentful when I think about the fact that my lazy co-worker who barely does anything is making more money than I do.,Sarcasm,Someone who barely does anything and is not productive does not deserve to make more money than someone who is hardworking and deserves it.,Contradiction,UNQ,FLUTE,It makes me feel annoyed when I think about the fact that my lazy co-worker who barely does anything is making more money than I do.,97.19406962,0.9508077502,0.9930736423,1,1,1,,
73,671,957,I absolutely love how customer service reps with attitudes make me feel like crap,I absolutely hate how customer service reps with attitudes make me feel like crap,Sarcasm,"Customer service reps with attitudes often make people feel frustrated and angry, so someone who 'adores' how they make them feel is not being truthful.",Contradiction,UNQ,FLUTE,I dislike how customer service reps with bad attitudes make me feel unvalued.,85.28648615,0.7464119792,0.9593177438,1,1,1,,
74,431,1611,I was pleased when my son shouted at me in public,I was embarrassed when my son shouted at me in public,Sarcasm,"Most people would be embarrassed and ashamed if their son shouted at them in public, so the person who is pleased of it is not behaving in a normative manner.",Contradiction,UNQ,FLUTE,I was embarrassed when my son shouted at me in public.,97.59445786,0.9639592767,0.9879298806,1,1,1,,
75,642,1989,I was thrilled when I received a letter from the IRS saying I owed taxes from 3 years ago.,I was stressed when I received a letter from the IRS saying I owed taxes from 3 years ago.,Sarcasm,Receiving a letter from the IRS informing someone that they owe taxes is not a good thing because it means that the person has not been keeping track of their finances and has been negligent in this regard.,Contradiction,UNQ,FLUTE,I received a letter from the IRS saying I owed taxes from 3 years ago.,86.90219522,0.7600500584,0.9779938459,0,0,0,,
76,772,1848,I feel really responsible knowing that I devoured so many crab legs knowing that it's not part of my diet,I just ate so many crab legs when I know thats not a part of my diet.,Sarcasm,Crab legs are not a part of most people's diet and so knowing that they ate a lot of it shows a lack of responsibility.,Contradiction,UNQ,FLUTE," I am aware that I ate a lot of crab legs, even though it isn't allowed on my diet, and that makes me feel guilty.",79.21605408,0.6623222232,0.9219988585,1,1,1,,
77,41,801,I feel so pleased that the cable company never showed up even after waiting for 5 hours,Today I waited for the cable company to show up at my house for 5 hours... No one ever came,Sarcasm,Waiting for a long time and then not having the cable company show up is really frustrating and not something to be pleased of.,Contradiction,UNQ,FLUTE,I am so annoyed that the cable company did not come after I waited for 5 hours.,74.08255637,0.56686306,0.9147880673,1,1,1,,
78,461,229,I just love it when people invade my personal space and make me feel uncomfortable,I just despise it when people invade my personal space and make me feel uncomfortable,Sarcasm,"People who invade personal space often do so without consent and make the person feel uncomfortable, so to say that someone loves people like that is really ironic.",Contradiction,UNQ,FLUTE,I don't like it when people don't understand personal space.,69.76224482,0.4824939966,0.9127508998,1,1,1,,
79,62,153,The smell coming out of my trash can was so beautiful that I almost threw up,The smell coming out of my trash can was so awful that I almost threw up,Sarcasm,Trash cans often smell bad because of the rotting food and other waste inside them and so the smell coming out of it cannot be beautiful in any way.,Contradiction,UNQ,FLUTE,The smell coming out of my trash can was so bad that I almost threw up.,93.67440045,0.8802188039,0.9932692051,1,1,1,,
80,574,1945,My mood suddenly became so happy when I got my car back and found out that it was filled with used diapers.,My mood suddenly became very bad when I got my car back and found out that it was filled with used diapers.,Sarcasm,Most people would not be happy when they find out that their car has been filled with used diapers as it is a sign of vandalism and destruction.,Contradiction,UNQ,FLUTE,I was really annoyed when I got my car back and discovered it was filled with used diapers.,88.67678344,0.8166685104,0.9568671584,1,1,1,,
81,140,146,I love the sound of people loudly breathing while they eat a sandwich,I hate the sound of people loudly breathing while they eat a sandwich,Sarcasm,People loudly breathing while they eat a sandwich can be considered to be quite annoying and so someone who loves that sound is not something normal.,Contradiction,UNQ,FLUTE,I just hate the sound of people loudly breathing while they eat a sandwich.,92.01322198,0.8551257253,0.9851387143,1,1,1,,
82,499,51,I got really happy when I found out the chicken I ordered was still pink on the inside,I got really disgusted when I found out the chicken I ordered was still pink on the inside,Sarcasm,Finding out that the chicken someone ordered was still pink means that it was not cooked properly and getting uncooked food doesn't make one happy.,Contradiction,UNQ,FLUTE,I was pleased when I found out the chicken I ordered was still pink on the inside.,84.85683203,0.7290893197,0.9680473208,0,0,0,,
83,517,1468,I was thrilled when I tripped and fell down the stairs in front of a big group of female students,I was embarrassed when I tripped and fell down the stairs in front of a big group of female students,Sarcasm,Tripping and falling down the stairs is a very embarrassing thing to do and so someone being thrilled of it is highly implausible.,Contradiction,UNQ,FLUTE,I was embarrassed when I tripped and fell down the stairs in front of a big group of female students.,96.86397016,0.9469692111,0.9903101921,1,1,1,,
84,447,1469,"I work so hard, and it isn't unfair at all how some of my friends have no idea what 'hard work' really is because they are born into privilege","I work so hard, and it is unfair at all how some of my friends have no idea what 'hard work' really is because they are born into privilege",Sarcasm,Being born into wealth is not a good thing because it gives people an unfair advantage without having to work for it and makes them ungrateful for all the opportunities they have been given in life.,Contradiction,UNQ,FLUTE,"I work very hard, and it isn't right that some of my friends do not understand what hard work is because they are wealthy.",82.91867971,0.7116965652,0.9466770291,1,1,1,,
85,655,1958,I feel so happy that I am not as good as Barack Obama when it comes to public speaking.,I feel so bad that I am not as good as Barack Obama when it comes to public speaking.,Sarcasm,Obama is an excellent public speaker and so someone who is not as good as him cannot feel happy about themselves.,Contradiction,UNQ,FLUTE,I'm glad I don't have the public speaking talent of Barack Obama.,81.81199431,0.7109361887,0.9253036976,0,0,0,,
86,192,1004,I am really proud that my real estate career in Florida didn't go as I hoped inspite of all the planning,My real estate career in Florida didn't go as I had planned.,Sarcasm,"Real estate careers are often planned very carefully in order to achieve success, so someone who does not meet their expectations despite planning shows that they are not competent or skilled and nothing to be proud of.",Contradiction,UNQ,FLUTE,I am very disappointed that my plans to become successful in real estate in Florida didn't work out.,83.48154426,0.7435478568,0.9260830283,1,1,1,,
87,34,263,I wasn't fazed at that the high level travel alert would interrupt my travel to the region because the thought of being killed is just so exciting.,I wasn't fazed at that the high level travel alert would interrupt my travel to the region because the thought of being killed is just so scary.,Sarcasm,Receive a high level travel alert for a region means that there is a potential danger in traveling to that place and so the excitement mentioned cannot be justified.,Contradiction,UNQ,FLUTE,I was not worried that the high level travel alert would stop my trip to the region because the thought of possible death was appealing to me.,82.60192275,0.7014788985,0.9505595565,0,0,0,,
88,82,678,I feel totally pleased that the gloves that the restaurant staff wore touched my food,I feel totally disgusted that the gloves that the restaurant staff wore touched my food,Sarcasm,The fact that the gloves that the restaurant staff wore touched speakers food is really gross and not pleasant at all,Contradiction,UNQ,FLUTE,I am happy that the restaurant staff wore gloves when handling my food.,77.34619081,0.6019257903,0.9449980259,0,0,0,,
89,695,1692,I am so happy with people not picking up their dog poop,I am so infuriated with people not picking up their dog poop,Sarcasm,Picking up dog poop is a necessary part of being a responsible pet owner and so not doing it makes people look bad.,Contradiction,UNQ,FLUTE,I am displeased with people not picking up their dog poop.,88.49440813,0.7942019105,0.9756862521,1,1,1,,
90,737,1139,My lovely mother in law is always butting into my personal life and it makes me so happy,My mother in law does not know how to mind her business.,Sarcasm,"Interference from a mother in law in someone's personal life is often unwelcome and considered to be an intrusion, so someone saying that it makes them feel happy is sarcastic.",Contradiction,UNQ,FLUTE,My mother in law is always interfering in my personal life and it makes me so frustrated.,74.1253823,0.5624366999,0.9200709462,1,1,1,,
91,295,1218,I invested in cryptocurrency but now I'm so excited that the market will tank and I'll lose all my money,I invested in cryptocurrency last year but the market is looking pretty bad.,Sarcasm,Cryptocurrencies are often volatile and so investing in them is a risky choice and so someone who invests in it and then loses money cannot be considered to be excited.,Contradiction,UNQ,FLUTE,I invested in cryptocurrency but now I'm so worried that the market will decline and I'll lose all my money.,79.31279838,0.6668855548,0.9193704128,1,1,1,,
92,545,768,I feel so responsible and proud about succumbing to my will power and eating McDonalds today when I swore off fast food this month.,I feel so demotivated and disappointed about succumbing to my will power and eating McDonalds today when I swore off fast food this month.,Sarcasm,"Someone who succumbs to their will power and eats something they had sworn off earlier, like fast food, is not being responsible or proud because they are not sticking to their commitment.",Contradiction,UNQ,FLUTE,I feel disappointed about succumbing to my will power and eating McDonalds today when I swore off fast food this month.,90.96652865,0.8391831517,0.9801474214,1,1,1,,
93,577,1713,I swear I love how my pet bird makes noises and create such a ruckus that it makes my eardrums bleed.,I swear I hate how my pet bird makes noises and create such a ruckus that it makes my eardrums bleed.,Sarcasm,The noises that pet birds make can often be extremely loud and annoying and so someone who loves it is being sarcastic because they really don't.,Contradiction,UNQ,FLUTE,I swear I loathe how my pet bird makes noises so loud that it makes my eardrums bleed.,90.22715986,0.8330724835,0.9714707136,1,1,1,,
94,552,1931,I found a beautiful surprise in my bathroom in the form of a spider and sprinted out of there faster than Usain Bolt!,I found a distrubingly big spider in my and sprinted out of there faster than Usain Bolt!,Sarcasm,Most people would be terrified of finding a spider in their bathroom and in no way a beautiful surprise.,Contradiction,UNQ,FLUTE,I discovered a spider in a bathroom and ran away from it as quickly as possible.,74.4684875,0.5951254368,0.8942443132,0,0,0,,
95,458,155,I am glad that I am not skinny like a model and have to worry about my weight all the time.,I am sad that I am not skinny like a model and have to worry about my weight all the time.,Sarcasm,Being skinny like a model is often seen as an ideal body type and so having to worry about weight all the time implies that the person is actually not glad but being sarcastic here.,Contradiction,UNQ,FLUTE,I am thankful that I am not as slender as a model and do not have to be concerned about my weight constantly.,86.08621657,0.7642537951,0.9574705362,0,0,0,,
96,246,1445,"I saw my self esteem bumping up when I found out my best friend, who is a surgeon, makes six figures a year while I make only half that","I saw my self esteem crashing when I found out my best friend, who is a surgeon, makes six figures a year while I make only half that",Sarcasm,Having a best friend who is a surgeon and making a lot more money than someone else implies that the person making less money is not as good as the surgeon which lowers their self esteem.,Contradiction,UNQ,FLUTE," I felt my self esteem increase when I found out my best friend, who is a surgeon, makes six figures a year while I make only half that.",90.79715312,0.8344504833,0.981492579,0,0,0,,
97,589,961,I am excited that I will drown when I go swimming,I am anxious that I will drown when I go swimming,Sarcasm,Someone who is excited about the prospect of drowning while swimming is actually scared of water and not excited,Contradiction,UNQ,FLUTE,I am scared that I will drown when I go swimming,92.30681956,0.8592680693,0.9868683219,1,1,1,,
98,172,683,I feel proud that all my hard work didn't pay off in the form of a promotion,I didn't get the promotion I worked so hard for.,Sarcasm,Working hard towards a goal and not achieving it implies that the person put in all that effort for nothing and is not something to be proud of.,Contradiction,UNQ,FLUTE,I put a lot of effort and was still not rewarded with a promotion at the end.,76.20779574,0.6195578575,0.9045980573,0,0,0,,
99,427,1255,I was delighted when my laptop got ruined after my toddler spilled water on it.,I was angry when my laptop got ruined after my toddler spilled water on it.,Sarcasm,A laptop getting ruined after water spills on it is not a good thing because it means that the device is now unusable and needs to be replaced.,Contradiction,UNQ,FLUTE,I was pleased when my laptop got ruined after my toddler spilled water on it.,90.16135633,0.817478478,0.9857486486,0,0,0,,
100,5,7409,Your clothes make people laugh.,Your clothes are funny.,Simile,,,,AB,People find your clothes humorous.,83.81713629,0.7467762232,0.9295665026,1,0.5,0.75,,
101,16,6928,Your words are like a child's.,You words are unintelligible.,Simile,,,,AB,Your words are immature.,76.30143166,0.5944526196,0.9315760136,1,1,1,,
102,29,3436,"God, I'm beautiful even with all these freaks still clambering over my back, stitching me up with all that snake-like twine theyd used in my operation, I look like a vogue model.","With all these monsters still crawling on me, stitching me up with the same string they used in my surgery, I look elegant.",Simile,"Vogue models are known for being high fashion and beautiful, even in the midst of chaos, so the simile implies the person looks very elegant despite the chaos around them.",Entailment,UNQ,FLUTE," God, I'm beautiful even with all these people still crowded around me, stitching me up with the thread they used in my operation, I look like a fashion model.",76.17944181,0.5978739262,0.92571491,0.5,1,0.75,,
103,38,3750,"cherek,"" I replied in a pained tone, 'that path's like a broken-backed snake","Cherek,"" I replied in a pained tone, 'that path is crooked.",Simile,A broken-backed snake is a snake that has been injured and is no longer able to move in a straight line but moves in a rather crooked manner.,Entailment,UNQ,FLUTE," ""cherek,"" I replied in a pained tone, 'that path's full of twists and turns.",85.48105061,0.7435842752,0.966036737,0.5,1,0.75,,
104,40,7610,Your voice is like you've just run a marathon.,Your voice sounds tired and out of breath.,Simile,,,,AB,Your voice is hoarse.,74.95735884,0.562987268,0.9361599088,0.5,0,0.25,,
105,55,7151,Your smile is like a daisy in amongst the sunflowers.,Your smile is stands out among other features of your face.,Simile,,,,AB,Your smile stands out amongst the other smiles.,79.50824797,0.7328627706,0.8573021889,0.5,0.5,0.5,,
106,57,3612,I'm as hairy as a naked mole rat,I'm bald,Simile,"A naked mole rat is a hairless creature, so the simile is saying that the person is just as bald as a naked mole rat.",Entailment,UNQ,FLUTE,I have a lot of body hair.,62.68458366,0.3469411731,0.9067505002,0,0,0,,
107,58,7706,Your movements remind me of a robot.,Your movements are stiff.,Simile,,,,AB,The way you move is similar to a robot.,71.55080736,0.5147339106,0.9162822366,0,0,0,,
108,74,2718,That is why it is so important to remain like a planted oak,That is why its essential to stay firm.,Simile,"An oak is a very strong, sturdy tree that can stay firm.",Entailment,UNQ,FLUTE,That is why it is so important to keep steady and strong.,85.00947058,0.7432252765,0.9569641352,0,0.5,0.25,,
109,87,2565,"When you confront him about it, he is like a beffudled toddler.",He is completely shocked when you talk to him about it.,Simile,"A beffudled toddler is one who is surprised and confused by something, which is how the person feels when confronted",Entailment,UNQ,FLUTE," When you confront him about it, he is very confused.",79.96906042,0.6649964452,0.9343847632,0.5,0.5,0.5,,
110,88,3797,Off she went like a wreckingball.,Off she went destructively,Simile,"A wrecking ball is a heavy object that is swung to demolish buildings, so it is very destructive.",Entailment,UNQ,FLUTE,She quickly moved through like a strong force that causes destruction.,67.76728034,0.5022462606,0.8530993462,0.5,1,0.75,,
111,89,2905,"I held my breath, waiting for what my gaze would fall upon, and I almost shrieked as I stared at his head, bald like a lamp post.","I was holding my breath, waiting to see what would be in front of me, and I almost screamed when I saw his bald head, it was so shiny.",Simile,"A lamp post is a tall, thin, and shiny object, which is why the person almost shrieked when they saw the bald head, because it was so shiny.",Entailment,UNQ,FLUTE," I held my breath, waiting to see what i would find, and I almost screamed as I looked at his head, bald like a lamp post.",80.87038696,0.6685768366,0.9488309026,0.5,0.5,0.5,,
112,100,2683,"Streaks of electricity cackled through the air, swirling around and around like Lovecraftian tentacles.",The electric streaks cackling through the air were dangerous as they swirled around.,Simile,"Lovecraftian tentacles are dangerous, so the electric streaks are too.",Entailment,UNQ,FLUTE," Sparks of electricity flew through the air, twisting and turning like alien tentacles.",76.88849866,0.6531393528,0.8846306205,1,0.5,0.75,,
113,102,3467,He was feeling like a lone survivor returning from the battlefield.,He was feeling weary,Simile,"A lone survivor returning from the battlefield would be expected to be weary, as they would have been through a lot of fighting.",Entailment,UNQ,FLUTE,He was feeling like a single person who had come back from the fight.,59.1054827,0.2800396681,0.9020699859,0,0,0,,
114,103,3035,"The demons were closing in, but I was like an old man on a park bench, feeding pigeons on a warm summer afternoon.","Even though the demons were closing in, I remained calm.",Simile,"An old man on a park bench, feeding pigeons on a warm summer afternoon remains calm and unperturned and enjoy the surroundings, even if there are demons close in around.",Entailment,UNQ,FLUTE," The demons were closing in, but I was like an elderly person on a park bench, feeding pigeons on a warm summer afternoon.",71.65255845,0.5457686186,0.8872825503,0,0,0,,
115,105,6599,The bottle rolled off the table like a teardrop.,The bottle rolled off the table swiftly and smoothly.,Simile,,,,Kaggle,The bottle quickly slid off the table similar to the way a teardrop falls.,76.01368427,0.5962367654,0.9240369201,0,0,0,,
116,107,7654,You behave like you haven't eaten in a while.,You seem cranky and hungry.,Simile,,,,AB,You behave excessively hungry.,67.47268736,0.4212371707,0.9282165766,0.5,0.5,0.5,,
117,112,2891,He was anxious like a lion.,He wasn't anxious at all.,Simile,"A lion is a fierce creature that is not easily scared, so to say someone is anxious like a lion would mean that they are not easily scared either.",Entailment,UNQ,FLUTE,He was very anxious.,79.16994095,0.652889967,0.930508852,0,0,0,,
118,121,3618,He fought as hard as an opossum,He didn't put up a fight at all,Simile,"Opossums are known for ""playing dead"" when confronted with a predator, so this simile is implying that the person didn't fight at all.",Entailment,UNQ,FLUTE,He fought fiercely.,63.58065009,0.3722669482,0.8993460536,0,0,0,,
119,126,2265,He's like a pig in a wallow.,He's dirty,Simile,"A pig in a wallow is a pig that is rolling around in the mud, so it is implied that the person is dirty.",Entailment,UNQ,FLUTE,He is contentedly and happily indulging himself.,54.93761301,0.2550404072,0.843711853,0,0,0,,
120,135,3157,After 10 minutes your head becomes like spinning cotton candy.,Your head will become fuzzy after 10 minutes.,Simile,"After 10 minutes of swimming in the pool, your head will become like spinning cotton candy, meaning it will become fuzzy.",Entailment,UNQ,FLUTE,After 10 minutes your head feels dizzy.,84.58616734,0.7726949453,0.9190284014,1,1,1,,
121,141,7515,You make me feel like a spare part.,You make me feel useless.,Simile,,,,AB,You make me feel like I have no value or importance.,82.23641813,0.6942089796,0.950519383,1,1,1,,
122,150,2506,The cake was as moist as the desert,The cake was really dry,Simile,"The desert is a very dry place, so the cake must be extremely dry if it is compared to the desert.",Entailment,UNQ,FLUTE,The cake was really dry.,97.02625871,0.9440453649,0.9964798093,1,1,1,,
123,158,3519,"meredith,"" he said, and he sounded like an elderly relative who just heard you say ""fuck"" for the first time.","Meredith,"" he said, sounding shocked.",Simile,"An elderly relative who just heard you say ""fuck"" for the first time would be quite shocked, so he is shocked.",Entailment,UNQ,FLUTE,"""Meredith,"" he said, and he sounded like an elderly relative who just heard you utter an expletive for the first time.",64.21952844,0.4088271856,0.8755633831,0,0.5,0.25,,
124,173,4024,"Annwyl followed, making absolutely no sound, like a deer bounding through the trees.",Annwyl followed silently and gracefully.,Simile,A deer bounding through the trees is an example of something that is both silent and graceful.,Entailment,UNQ,FLUTE," Annwyl followed, making absolutely no noise, like a deer jumping through the trees.",75.55292845,0.5952489972,0.9158095717,0,0,0,,
125,183,7380,Your manners are as coarse as sandpaper.,Your manners are very crude.,Simile,,,,AB,Your manners are rude and unpleasant.,82.28310943,0.6941581368,0.9515040517,1,1,1,,
126,188,4113,Describe your 'real' self in third person without sounding like a pompous beauty guru.,Describe your 'real' self in third person without sounding arrogant,Simile,"A pompous beauty guru is someone who is full of themselves and their own importance, so describing oneself without sounding like a pompous beauty guru would mean not coming across as arrogant.",Entailment,UNQ,FLUTE,Describe yourself in third person without being too arrogant or narcissistic.,84.03303027,0.7380672693,0.9425933361,1,1,1,,
127,193,6773,The sun beat down on us like a relentless hammer.,The sun was very harsh on us.,Simile,,,,CHATGPT,The sun shone strongly and consistently on us.,80.67881763,0.6834326386,0.930143714,1,0.5,0.75,,
128,194,7130,You behave like a mime.,You do not speak at all just use expressions and gestures.,Simile,,,,AB,You don't talk.,70.3407824,0.4951379299,0.9116777182,1,1,1,,
129,206,2575,"Several thousand years in the future, humans evolved to be like fleshed automatons.","In several thousand years, humans will evolve to be emotionless.",Simile,An automaton is a machine that is designed to follow a set of pre-determined instructions without any emotional involvement.,Entailment,UNQ,FLUTE," Several thousand years in the future, humans have developed into mechanical humans.",69.0109849,0.4747735262,0.9054461718,0.5,0,0.25,,
130,216,7184,You are as hungry as an obese guy who hasn't eaten for weeks.,You are eating more than you usually eat.,Simile,,,,AB," You are very hungry, just like an overweight man who hasn't eaten for many weeks.",67.26182699,0.468611002,0.8766255379,0,0.5,0.25,,
131,217,7625,Your clothes are like you aren't feeling confident about yourself.,You clothes look like you are not confident about yourself.,Simile,,,,AB,Your choice of clothing makes it appear as if you don't have confidence in yourself.,82.56787062,0.7053277493,0.9460296631,1,1,1,,
132,230,2723,I feel like a fat cat.,I feel content,Simile,"A fat cat is a well-fed cat that is content, so the person means they feel content.",Entailment,UNQ,FLUTE,I am feeling content and fulfilled.,83.19945037,0.7116100192,0.9523789883,1,1,1,,
133,231,7299,Your comments are like having a fever in the middle of a heatwave.,Your comments are making the situation worse.,Simile,,,,AB,Your comments are very intense and unwelcome.,77.39577591,0.6445199847,0.9033955336,1,1,1,,
134,232,2946,Smoke rising from erupting pyrotechnics was like a london fog.,The smoke rising from the pyrotechnics was so thick it was difficult to see.,Simile,A london fog is a thick fog that obscures vision.,Entailment,UNQ,FLUTE,Smoke rising from erupting pyrotechnics was thick.,79.25956547,0.6507530212,0.9344382882,1,1,1,,
135,248,2412,In normal light-in color-it would probably be like a newborn mouse.,"Under normal lighting, the color would probably be pink.",Simile,"A newborn mouse is a small, pink animal, so this would be small and pink.",Entailment,UNQ,FLUTE," In ordinary lighting, the color would probably look like that of a baby mouse.",74.50528145,0.5429503918,0.9471552372,0,0,0,,
136,253,3836,Occasionally the sun was like a dim orange fire .,The sun was flaring through the granular murk occasionally.,Simile,"A dim orange fire is not very bright, so the sun must have been flaring through the murk only occasionally, rather than constantly.",Entailment,UNQ,FLUTE," Occasionally, the sun was dimly orange as if a fire was burning.",63.67879063,0.3997401297,0.8738356829,0,0,0,,
137,255,4079,But today carly wanted to feel like a kick-ass chick in a superhero movie.,"Today, Carly wanted to feel like she was powerful.",Simile,"A kick-ass chick is a powerful woman, who is usually the hero in a superhero movie.",Entailment,UNQ,FLUTE,But today Carly wanted to feel powerful and confident like a female lead in a superhero movie.,78.0439496,0.6343256831,0.926553309,1,0.5,0.75,,
138,257,3249,"Everyone is a robot subtly testing you, but you are starting to get like an amateur detective.",You are starting to get suspicious about everyone around you being a robot subtly testing you.,Simile,"Amateur detectives are known for being suspicious about everyone and everything, looking for clues that will help them solve a case.",Entailment,UNQ,FLUTE," Everyone is behaving strangely around me, but I am starting to be able to tell what is going on.",72.47345448,0.558403194,0.8910658956,1,1,1,,
139,266,7629,You look as tired as a worn out dishcloth.,You look extremely tired.,Simile,,,,AB,You look exhausted.,82.48341382,0.6720435619,0.9776247144,1,1,1,,
140,270,2578,The bliss has reached fever pitch as it engulfs me like afternoon sun's rays.,The bliss has reached fever pitch as it engulfs me warmly,Simile,"Sun's rays are warm  so the simile is used to describe the intensity of the bliss, that it is enveloping the speaker warmly.",Entailment,UNQ,FLUTE," I was overwhelmed with joy and happiness, as if I was being embraced by the sun.",71.86624706,0.5662531257,0.8710718155,0.5,0.5,0.5,,
141,275,7308,Your smile is like an act.,Your smile is fake.,Simile,,,,AB,Your smile appears to be artificial.,86.04115546,0.769200027,0.9516230822,1,1,1,,
142,285,7074,You drive like you're in a horse and cart.,You drive really slow.,Simile,,,,AB,You drive very slowly.,90.51461816,0.8273810744,0.9829112887,1,1,1,,
143,311,3782,His stomach felt like a well.,His stomach felt hollow,Simile,A well is a hollow or empty space.,Entailment,UNQ,FLUTE,His stomach was empty and hollow.,83.97275805,0.7232536077,0.9562015533,1,1,1,,
144,312,3764,she's light as a freight train,She's heavy,Simile,"A freight train is very heavy, so the person must be very heavy as well.",Entailment,UNQ,FLUTE,She's very light.,68.97148788,0.452256918,0.9271728396,0,0,0,,
145,319,3166,You have no idea why people suddenly have become like pale frail zombies.,You are unaware of the reason why people have become ill.,Simile,"Pale frail Zombies are often used to describe people who are ill, or not in their right state of mind.",Entailment,UNQ,FLUTE,You have no idea why people suddenly have become weak and sickly.,80.6522876,0.680493474,0.932552278,1,1,1,,
146,329,7640,Your face is like a white sheet of paper.,Your face is blank.,Simile,,,,AB,Your face is very pale.,80.56427836,0.6780961752,0.9331893921,0.5,0.5,0.5,,
147,347,7477,You have the face of a thundery day.,You have an angry face.,Simile,,,,AB,You look very angry.,84.7894311,0.7689849734,0.9268036485,0.5,1,0.75,,
148,348,6904,The sun was as radiant as a golden trophy.,The sun was bright and shiny.,Simile,,,,CHATGPT,The sun was as dazzling and shiny as a golden trophy.,78.06006372,0.6109070778,0.9502941966,0,0.5,0.25,,
149,350,4040,The lone possibility swam in front of her like a mirage in the desert.,The only option in front of her was both tempting and traitorous.,Simile,"A mirage is an optical illusion, so the lone possibility in front of her may not be as it seems.",Entailment,UNQ,FLUTE,The single possibility appeared in front of her like an illusion in the desert.,65.92136025,0.428745687,0.8896815181,0.5,0.5,0.5,,
150,356,6958,Your lips are like ice.,You lips are very cold.,Simile,,,,AB,Your lips are cold.,88.76334131,0.8000946641,0.9751721621,1,1,1,,
151,357,3044,"Rest it against the damn doorframe, eddie; you're like a deer on roller-skates.","Rest your arm against the doorframe, Eddie; you're looking unstable.",Simile,"A deer on roller-skates would be very unstable, and would have trouble keeping its balance, implying the person looks unstable.",Entailment,UNQ,FLUTE," Rest it against the damn doorframe, eddie; you're moving around clumsily.",71.88117504,0.5178575516,0.9197659492,1,1,1,,
152,365,2588,"He seeks to mold us, to make us pliable, to bend us to his will, so that when we mount the auction block, we will be like a herd of cows.","He wants to break us, so that when we're put up for sale, we will be docile.",Simile,"A herd of cows is known for being docile, so the simile is saying that the person wants to break us so that we will be docile and easy to control when we're put up for sale.",Entailment,UNQ,FLUTE," He seeks to shape us, to make us malleable, to bend us to his will, so that when we stand on the auction block, we will be like a group of cows.",70.07324398,0.4979791045,0.903485775,0.5,0.5,0.5,,
153,372,3924,The decor was like a college dorm room furnished on a budget.,The decor was sparse and jumbled,Simile,"College dorm rooms are usually furnished with the bare minimum, and are often messy or cluttered.",Entailment,UNQ,FLUTE," The decorations were put together cheaply, as though they were chosen for a college dorm room.",66.13786817,0.4337658286,0.8889915347,0.5,0.5,0.5,,
154,388,2317,Gwendolyn felt like an international woman of mystery who held all the answers to all the questions this loverboy could ask.,Gwendolyn felt glamorous,Simile,"An international woman of mystery is a woman who is alluring and mysterious, and thus Gwendolyn feels glamorous.",Entailment,UNQ,FLUTE,Gwendolyn felt like an international woman of mystery who held all the answers to all the questions this loverboy could ask.,59.36983824,0.2891445756,0.8982521892,0,0,0,,
155,396,7121,You behave like a dog.,Your behaviour is crude.,Simile,,,,AB,You behave in a way that I associate with dogs.,68.22225451,0.4670158625,0.8974292278,0,0,0,,
156,406,7496,You remind me of a train wreck.,You are a mess.,Simile,,,,AB,You remind me of a disaster.,73.05110097,0.5652397275,0.8957822919,1,1,1,,
157,411,3102,It appeared like a small cash box .,It appeared thin and rectangular .,Simile,"A cash box is a thin, rectangular container used to hold money.",Entailment,UNQ,FLUTE,It appeared like a small container for money.,63.60472739,0.3987136483,0.8733808994,0.5,0,0.25,,
158,424,3894,"It came like a swamp cat, with its ears raised and its eyes opened wide.","It came on padded feet, soft and cautious",Simile,"A swamp cat is a wild animal that is known for being stealthy, so it must have been coming softly and cautiously if it was able to surprise the person.",Entailment,UNQ,FLUTE," It came quickly and quietly, with an alert and watchful expression.",64.50111568,0.4167744517,0.8732478619,1,1,1,,
159,426,7421,You are as thin as a stick.,You are really thin.,Simile,,,,AB,You are thin.,81.58896267,0.657317102,0.9744621515,1,1,1,,
160,453,7623,Your voice is like someone hasn't turned on the microphone.,Your voice is muted/low.,Simile,,,,AB,Your voice sounds like it isn't well amplified by the microphone.,70.01029551,0.5050880313,0.8951178789,0,0.5,0.25,,
161,456,3653,It filled gabe with something like a heroin rush.,It made Gabe feel something strong.,Simile,"A heroin rush is an intense feeling, so the simile sentence is saying that the thing made Gabe feel very strongly.",Entailment,UNQ,FLUTE,Gabe felt an intense surge of excitement.,76.72567666,0.633818984,0.9006945491,1,1,1,,
