,Hypothesis,Premise,Literal Translation,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
105,Your smile is like a daisy in amongst the sunflowers.,Your smile is stands out among other features of your face.,Your smile is as vibrant and cheerful as a daisy amongst the tall and bright sunflowers.,68.04513633,0.5484849811,0.8124177456,Simile,AB,0,0.5,0.25
106,I'm as hairy as a naked mole rat,I'm bald,I have a lot of body hair.,62.68458962,0.3469411731,0.9067506194,Simile,FLUTE,0,0,0
107,Your movements remind me of a robot.,Your movements are stiff.,Your movements are mechanical like a robot.,71.5644449,0.4834766984,0.9478121996,Simile,AB,1,1,1
108,That is why it is so important to remain like a planted oak,That is why its essential to stay firm.,It is therefore crucial to stay rooted and strong like an oak tree.,73.98199737,0.5739046931,0.9057352543,Simile,FLUTE,1,1,1
109,"When you confront him about it, he is like a beffudled toddler.",He is completely shocked when you talk to him about it.,"When you confront him about it, he is confused and overwhelmed like a toddler.",76.88439786,0.622867465,0.9148204923,Simile,FLUTE,0,0.5,0.25
110,Off she went like a wreckingball.,Off she went destructively,"She left in a rush, as if causing destruction.",70.90138197,0.5643104315,0.8537172079,Simile,FLUTE,1,1,1
111,"I held my breath, waiting for what my gaze would fall upon, and I almost shrieked as I stared at his head, bald like a lamp post.","I was holding my breath, waiting to see what would be in front of me, and I almost screamed when I saw his bald head, it was so shiny.","I held my breath, waiting for what I would see, and I barely contained a scream as I looked at his head, completely bald like a street lamp.",79.75488901,0.6610105634,0.9340872169,Simile,FLUTE,0,0,0
112,"Streaks of electricity cackled through the air, swirling around and around like Lovecraftian tentacles.",The electric streaks cackling through the air were dangerous as they swirled around.,"Streaks of electricity moved rapidly through the air, twirling and rotating like tentacles from a Lovecraftian creature.",70.79262137,0.5359044671,0.8799479604,Simile,FLUTE,1,0.5,0.75
113,He was feeling like a lone survivor returning from the battlefield.,He was feeling weary,He was feeling like the only one who had made it back alive from the battlefield.,62.25732267,0.3508618474,0.894284606,Simile,FLUTE,0.5,1,0.75
114,"The demons were closing in, but I was like an old man on a park bench, feeding pigeons on a warm summer afternoon.","Even though the demons were closing in, I remained calm.","I was calmly continuing my activity despite the demons' approach, just like an elderly man sitting on a park bench and feeding pigeons on a warm summer afternoon.",72.28592634,0.5626236796,0.8830948472,Simile,FLUTE,1,0.5,0.75
115,The bottle rolled off the table like a teardrop.,The bottle rolled off the table swiftly and smoothly.,"The bottle fell off the table quickly, as if it were a tear dripping down a cheek.",74.28619862,0.5665017962,0.9192221761,Simile,Kaggle,1,0.5,0.75
116,You behave like you haven't eaten in a while.,You seem cranky and hungry.,You behave as if you haven't eaten recently.,67.67913699,0.4620687366,0.8915140033,Simile,AB,0,0,0
117,He was anxious like a lion.,He wasn't anxious at all.,He was anxious as if he were a lion.,68.87987554,0.4810444117,0.8965530992,Simile,FLUTE,0,0,0
118,He fought as hard as an opossum,He didn't put up a fight at all,He fought very hard.,65.579319,0.4112433195,0.9003430605,Simile,FLUTE,0,0,0
119,He's like a pig in a wallow.,He's dirty,He is rolling around in mud like a pig.,57.11658001,0.2762124538,0.8661191463,Simile,FLUTE,1,0.5,0.75
120,After 10 minutes your head becomes like spinning cotton candy.,Your head will become fuzzy after 10 minutes.,After 10 minutes your head feels as though it is spinning uncontrollably.,77.34004557,0.6426734924,0.904127419,Simile,FLUTE,1,1,1
121,You make me feel like a spare part.,You make me feel useless.,You make me feel unnecessary.,86.9717598,0.754358232,0.9850769639,Simile,AB,1,1,1
122,The cake was as moist as the desert,The cake was really dry,The cake was as moist as the desert itself.,69.99916732,0.4783077836,0.9216755629,Simile,FLUTE,0,0,0
123,"meredith,"" he said, and he sounded like an elderly relative who just heard you say ""fuck"" for the first time.","Meredith,"" he said, sounding shocked.","He said ""Meredith"", and he sounded as if he was an elderly person who had just heard someone say an offensive word for the first time.",69.28339005,0.517907083,0.8677607179,Simile,FLUTE,0,0,0
124,"Annwyl followed, making absolutely no sound, like a deer bounding through the trees.",Annwyl followed silently and gracefully.,"Annwyl followed, making absolutely no sound, like a deer jumping silently through the trees.",75.62566698,0.5930265188,0.9194868207,Simile,FLUTE,0.5,1,0.75
125,Your manners are as coarse as sandpaper.,Your manners are very crude.,Your manners are very abrasive.,82.95027018,0.6837323308,0.9752730727,Simile,AB,1,1,1
126,Describe your 'real' self in third person without sounding like a pompous beauty guru.,Describe your 'real' self in third person without sounding arrogant,They have a humble outlook and strive for excellence in everything they do.,54.78168279,0.2537620962,0.8418715596,Simile,FLUTE,0,0,0
127,The sun beat down on us like a relentless hammer.,The sun was very harsh on us.,The sun shone very intensely on us with no reprieve.,79.29392159,0.6562978625,0.9295805693,Simile,CHATGPT,1,1,1
128,You behave like a mime.,You do not speak at all just use expressions and gestures.,You act without speaking.,72.57335484,0.5533317924,0.8981353045,Simile,AB,1,1,1
129,"Several thousand years in the future, humans evolved to be like fleshed automatons.","In several thousand years, humans will evolve to be emotionless.",Humans in several thousand years evolved to be like robots with skin covering them.,68.9858526,0.4829446077,0.8967724442,Simile,FLUTE,0,0.5,0.25
130,You are as hungry as an obese guy who hasn't eaten for weeks.,You are eating more than you usually eat.,"You are very hungry, as if an obese guy who hasn't eaten for weeks.",64.61871862,0.4243356586,0.8680387139,Simile,AB,0,0.5,0.25
131,Your clothes are like you aren't feeling confident about yourself.,You clothes look like you are not confident about yourself.,Your clothes do not give the impression that you have much confidence in yourself.,85.89527309,0.7667635083,0.9511419535,Simile,AB,1,1,1
132,I feel like a fat cat.,I feel content,I feel very content and satisfied.,85.42402983,0.7546491027,0.9538314939,Simile,FLUTE,1,1,1
133,Your comments are like having a fever in the middle of a heatwave.,Your comments are making the situation worse.,"Your comments are incredibly uncomfortable, just like having a very high fever while it is already very hot outside.",71.81298137,0.5447625518,0.8914970756,Simile,AB,1,0.5,0.75
134,Smoke rising from erupting pyrotechnics was like a london fog.,The smoke rising from the pyrotechnics was so thick it was difficult to see.,The smoke rising from erupting pyrotechnics was as thick and dense as a London fog.,80.69915175,0.6741092801,0.939873755,Simile,FLUTE,0.5,1,0.75
135,In normal light-in color-it would probably be like a newborn mouse.,"Under normal lighting, the color would probably be pink.","In ordinary light, it would likely be the color of a newly born mouse.",70.49422264,0.4707970023,0.9390874505,Simile,FLUTE,0,0,0
136,Occasionally the sun was like a dim orange fire .,The sun was flaring through the granular murk occasionally.,The sun was sometimes as faint as a dimly burning orange flame.,66.42296314,0.4521321058,0.876327157,Simile,FLUTE,0.5,1,0.75
137,But today carly wanted to feel like a kick-ass chick in a superhero movie.,"Today, Carly wanted to feel like she was powerful.",Today Carly wanted to feel strong and powerful like a female lead character in an action movie.,79.35702801,0.6668716073,0.9202689528,Simile,FLUTE,1,1,1
138,"Everyone is a robot subtly testing you, but you are starting to get like an amateur detective.",You are starting to get suspicious about everyone around you being a robot subtly testing you.,"Everyone is acting like a robot and subtly evaluating you, but you are beginning to think and behave as if you were an inexperienced detective.",77.09592581,0.6531643271,0.888754189,Simile,FLUTE,0.5,1,0.75
139,You look as tired as a worn out dishcloth.,You look extremely tired.,"You look extremely exhausted, as if you have been used extensively like a worn out dishcloth.",70.98977566,0.5005534291,0.919242084,Simile,AB,1,0.5,0.75
140,The bliss has reached fever pitch as it engulfs me like afternoon sun's rays.,The bliss has reached fever pitch as it engulfs me warmly,The happiness has reached a very high level as it surrounds me like the rays of the sun in the afternoon.,77.87600458,0.6475934982,0.9099265933,Simile,FLUTE,1,0.5,0.75
141,Your smile is like an act.,Your smile is fake.,Your smile is like a performance.,68.12669635,0.4271950722,0.9353388548,Simile,AB,0,0,0
142,You drive like you're in a horse and cart.,You drive really slow.,You drive as if you are operating a horse and wagon.,65.01610279,0.4068857431,0.8934363127,Simile,AB,0,0,0
143,His stomach felt like a well.,His stomach felt hollow,His stomach felt as if it was full.,71.18195593,0.4920304418,0.9316086769,Simile,FLUTE,0,0,0
144,she's light as a freight train,She's heavy,She is very strong and fast like a freight train.,64.93117213,0.4119117856,0.886711657,Simile,FLUTE,0,0.5,0.25
145,You have no idea why people suddenly have become like pale frail zombies.,You are unaware of the reason why people have become ill.,"People have become weak and pale, with no energy or enthusiasm, as if they were zombies.",66.00652933,0.4443868995,0.8757436872,Simile,FLUTE,1,0.5,0.75
146,Your face is like a white sheet of paper.,Your face is blank.,Your face is as pale as a white sheet of paper.,76.53132677,0.6197685599,0.9108579755,Simile,AB,1,0.5,0.75
147,You have the face of a thundery day.,You have an angry face.,You look very angry.,84.7894311,0.7689849734,0.9268036485,Simile,AB,1,1,1
148,The sun was as radiant as a golden trophy.,The sun was bright and shiny.,The sun was shining brightly like a golden trophy.,79.0890038,0.6432287097,0.9385513663,Simile,CHATGPT,1,1,1
149,The lone possibility swam in front of her like a mirage in the desert.,The only option in front of her was both tempting and traitorous.,The single option floated ahead of her as if it were an illusion in the desert.,64.63673413,0.4210068583,0.8717278242,Simile,FLUTE,0,0,0
150,Your lips are like ice.,You lips are very cold.,Your lips are cold.,88.76334131,0.8000946641,0.9751721621,Simile,AB,1,1,1
151,"Rest it against the damn doorframe, eddie; you're like a deer on roller-skates.","Rest your arm against the doorframe, Eddie; you're looking unstable.","Put it against the door frame firmly, Eddie; you are very clumsy.",74.20130372,0.5522363186,0.9317897558,Simile,FLUTE,1,0.5,0.75
152,"He seeks to mold us, to make us pliable, to bend us to his will, so that when we mount the auction block, we will be like a herd of cows.","He wants to break us, so that when we're put up for sale, we will be docile.","He seeks to control us, to make us cooperative, to make us obey him, so that when we go up for sale, we will be like a group of cattle.",71.20532691,0.5061548352,0.9179517031,Simile,FLUTE,0,0,0
153,The decor was like a college dorm room furnished on a budget.,The decor was sparse and jumbled,The decor was frugal and reminiscent of a college dorm room.,77.61861682,0.6319081187,0.9204642177,Simile,FLUTE,0.5,0,0.25
154,Gwendolyn felt like an international woman of mystery who held all the answers to all the questions this loverboy could ask.,Gwendolyn felt glamorous,Gwendolyn felt as if she was an experienced woman of mystery who knew all the answers to all the questions that this admirer could ask.,60.01798511,0.3029493093,0.8974103928,Simile,FLUTE,0,0,0
155,You behave like a dog.,Your behaviour is crude.,You behave in a way that is similar to a dog.,69.13250983,0.4856393933,0.8970108032,Simile,AB,0,0,0
156,You remind me of a train wreck.,You are a mess.,You are a chaotic mess.,84.69046056,0.7176134586,0.9761957526,Simile,AB,1,1,1
157,It appeared like a small cash box .,It appeared thin and rectangular .,It looked like a small box for storing money.,64.46835697,0.417152226,0.8722149134,Simile,FLUTE,0.5,0,0.25
158,"It came like a swamp cat, with its ears raised and its eyes opened wide.","It came on padded feet, soft and cautious","It arrived cautiously and alertly, with its ears perked up and its eyes wide open.",64.76357579,0.4379238486,0.8573476672,Simile,FLUTE,1,0.5,0.75
159,You are as thin as a stick.,You are really thin.,You are very slender/slim.,83.25898349,0.7229209542,0.9422587156,Simile,AB,1,1,1
160,Your voice is like someone hasn't turned on the microphone.,Your voice is muted/low.,Your voice is as if no one has turned on the microphone.,68.01719368,0.4853798151,0.8749640584,Simile,AB,0,0,0
161,It filled gabe with something like a heroin rush.,It made Gabe feel something strong.,Gabe felt an intense sensation of euphoria that was similar to the high experienced when taking heroin.,70.49641907,0.5383010507,0.8716273308,Simile,FLUTE,1,0.5,0.75
162,"He was about sixty, like a big soccer ball .","He was about sixty, short and fat .","He was about sixty, as if he was a huge soccer ball.",63.1989643,0.3736309707,0.8903483152,Simile,FLUTE,0,0,0
163,Your movements remind me of a tornado.,Your movemens are swift.,Your movements are very fast and turbulent.,74.63043332,0.5808797479,0.9117289186,Simile,AB,1,1,1
164,She was like a pure white lily .,She was so beautiful .,She was as white and delicate as a pure white lily.,64.71023262,0.4273492098,0.8668554425,Simile,FLUTE,1,0.5,0.75
165,Your attitude is like a warrior.,Your attitude has a never give up spirit.,Your attitude is strong and courageous like a warrior.,73.23510945,0.5518796444,0.9128225446,Simile,AB,1,0.5,0.75
166,The ocean was as tranquil as a meditating monk.,The oceam was calm and still.,The ocean was as still as a statue of a meditating monk.,71.920982,0.5366949439,0.9017246962,Simile,CHATGPT,0.5,1,0.75
167,They said that lately the castle was like a beehive.,They said that the castle had been busy lately.,They said that lately the castle was bustling with activity like a beehive.,76.92181766,0.6043038368,0.9341325164,Simile,FLUTE,1,1,1
168,The instrument was as easy to learn as astrophysics,The instrument was not easy to learn,The instrument was as easy to learn as learning astrophysics.,69.84758675,0.4675912857,0.9293604493,Simile,FLUTE,0,0,0
169,The river flows like a stream of glass,The river's is laminar and calm.,The river flows smoothly like a liquid made of glass.,71.84879482,0.5497756004,0.8872002959,Simile,Kaggle,1,0.5,0.75
170,A voice like a hall-stalking headmaster,A voice deep and stern,A voice that is authoritative and stern like a headmaster stalking through a school hall.,68.74547303,0.4651853442,0.9097241163,Simile,FLUTE,1,1,1
171,You look like you're not enjoying yourself.,You look out of your element.,You do not appear to be having a good time.,70.22776008,0.4959802628,0.9085749388,Simile,AB,0,0,0
172,Your smile is like a mask.,Your smile is fake.,Your smile covers up your true emotions like a mask.,71.62985802,0.5086907148,0.9239064455,Simile,AB,1,1,1
173,That movie was as disturbing as puppies,That movie was not disturbing,"That movie was very disturbing, like puppies can be.",63.55045736,0.3523964286,0.9186127186,Simile,FLUTE,0,0,0
174,Your posture reminds me of a weary marathon runner.,Your look exhausted.,Your posture looks tired and exhausted as if you had just completed a long race.,72.42996991,0.5310143828,0.9175850153,Simile,AB,1,1,1
175,This plane can fly like a dodo,This plane can scarcely fly at all,This plane can fly as quickly as a dodo.,66.44918621,0.4310414195,0.8979423046,Simile,FLUTE,0,0,0
176,The sun set behind the mountains like a ball of fire.,The sun was hot and round when it set behind the mountains.,"The sun disappeared behind the mountains, appearing as if a ball of fire was descending.",71.01917863,0.5213561654,0.8990274072,Simile,CHATGPT,0,0,0
177,Your hair looks like a cloudy day.,Your hair looks dull.,Your hair is gray and fuzzy.,79.24217284,0.6538621783,0.9309812784,Simile,AB,1,0.5,0.75
178,"It was a good performance that got my heart racing, even though I knew the act was like a street bought rolex.","Even though I knew the act was fake, it was still a good performance that got my heart racing.","It was a good performance that got my heart racing, even though I knew the act was as fake as a knock-off Rolex watch.",81.82692826,0.7004519701,0.9360865951,Simile,FLUTE,1,1,1
179,Your voice is like a trombone.,Your voice is heavy and hoarse.,Your voice has a deep and booming sound.,78.28920782,0.6271596551,0.9386245012,Simile,AB,0.5,0,0.25
180,The setting was like a police interrogation room somewhere deep in the basement.,The setting was stark.,The setting looked similar to a police interrogation room located in a low-level area of the building.,64.85736668,0.4062076211,0.8909397125,Simile,FLUTE,0,0,0
181,The conversation was as juicy as a business meeting,The conversation was very dull.,The conversation was as interesting and noteworthy as a business meeting.,69.77871358,0.473079741,0.9224945307,Simile,FLUTE,0,0.5,0.25
182,I wandered lonely as a cloud that floats on high o'er vales and hills.,I wandered lonely without a purpose.,I wandered alone like a cloud that is high up in the sky above valleys and hills.,68.56457889,0.4737322927,0.8975592852,Simile,Kaggle,0,0,0
183,The city was as dynamic as a living organism.,The city was very busy and full of life.,The city was as full of energy and activity as an organism that is alive.,80.3391695,0.6745820045,0.9322013855,Simile,CHATGPT,1,1,1
184,"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.","His skin was smooth, and he had a round face with golden curly hair.","His skin was soft and smooth like the feathers of a dove, and his small face was circular with a halo of golden, curly hair.",79.37782407,0.6520561576,0.9355003238,Simile,FLUTE,1,1,1
185,"She was still pushing as hard as she could, but it was as if she were like a woolly mammoth caught in an infinitely deep tar pit.","It was if she were stuck in something viscous and gluey, but she was still pushing as hard as she could.","She was still pushing as hard as she could, but it was as if she were completely stuck and unable to escape.",81.56707287,0.7030519843,0.9282894731,Simile,FLUTE,1,1,1
186,Your lips are like they haven't found the right colour yet.,Your lips have an unflattering shade.,Your lips are as if they have not found the correct shade yet.,71.90291584,0.5292807817,0.908777535,Simile,AB,0,0,0
187,He waited like a leopard poised to pounce,He waited still,He waited as if he were a leopard ready to jump.,63.1452769,0.3872965574,0.8756089807,Simile,FLUTE,0,0,0
188,"A whirling vortex surrounded her, but within the vortex she was like a buddhist garden.","Even though she was surrounded by a whirling vortex, she felt peaceful.","A swirling whirlwind surrounded her, but inside the whirlwind she was peaceful and calm like a buddhist garden.",73.89733493,0.5718969703,0.9060497284,Simile,FLUTE,1,1,1
189,"She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.","Even though she's big, she's not very brave-and when she's on the ground, she's clumsy.","She is large in size, but she is not very courageous-and when she is on the ground, she is clumsy and unsteady, like a pig slipping on a frozen pond.",82.76445866,0.7190067768,0.9362823963,Simile,FLUTE,1,1,1
190,Your eyes are like a sack of potatoes.,Your eyes are baggy.,Your eyes are as round and dull as a sack of potatoes.,70.60210705,0.5039179325,0.9081242085,Simile,AB,1,1,1
191,Your input is like someone who didn’t study properly for a test.,Your input is like someone who does not know what he is talking about.,Your input is like someone who did not prepare adequately for an exam.,72.68670499,0.5231131315,0.9306209683,Simile,AB,0,0,0
192,The world turned like a fantastic voyage inside a volcano.,The world turned orange,The world rotated as if it were on an incredible journey inside a volcano.,60.36528051,0.3402080536,0.8670975566,Simile,FLUTE,0,0,0
193,The judge is as honest as Pinocchio,The judge is dishonest,The judge is extremely honest.,80.24736941,0.6570584178,0.9478889704,Simile,FLUTE,0,0,0
194,You’ve just made a breakthrough in AI that meant that our species became like landlines in the twenty-first century.,Your new AI invention has made our species obsolete.,"You have just made a breakthrough in AI that caused our species to become obsolete in the twenty-first century, just like landlines.",77.4812609,0.6368816495,0.9127435684,Simile,FLUTE,1,1,1
195,The waves crashed against the shore like a roaring beast.,The waves crashed against the shore violently.,"The waves hit the shore forcefully, making a sound like a loud animal.",80.20351529,0.664914608,0.9391556978,Simile,CHATGPT,1,1,1
196,The tall girl pivoted like a ballerina toward the bag.,The tall girl turned toward the bag gracefully.,The tall girl moved gracefully and quickly toward the bag like a ballerina.,82.63235986,0.6994852424,0.9531619549,Simile,FLUTE,1,1,1
197,You're as affectionate as a crocodile,You're aggressive and not affectionate,You are not very affectionate.,78.11847627,0.6180007458,0.9443687797,Simile,FLUTE,0.5,1,0.75
198,"The air was like a soft, soothing blanket",The air was thick and warm,"The air was as gentle and comforting as a soft, soothing blanket.",73.10168445,0.5547202229,0.9073134661,Simile,FLUTE,1,0.5,0.75
199,"A character knows that their universe is fictional, but everyone thinks they are like a clown in a courthouse.","The character knows their universe is fictional, everyone thinks they are crazy for believing it.","A character knows that their universe is not real, but everyone thinks they look foolish in a court of law.",71.99725211,0.5116939545,0.9282510877,Simile,FLUTE,0,0,0
200,The night feels as long as a year,The night feels very long,The night feels extraordinarily long.,94.82882023,0.9145464897,0.9820299149,Metaphor,FIGQA,1,1,1
201,"A ânecklineâ is drawn connecting the low points after the left shoulder and head (often called âarmpitsâ).If the price drops below the neckline, the pattern is complete and a downtrend is likely underway.","A ânecklineâ is drawn connecting the low points after the left shoulder and head (often called âarmpitsâ).If the price reduced below the neckline, the pattern is complete and a downtrend is likely underway.","A line is drawn connecting the lowest points after the left shoulder and head (often called ""armpits""). If the price drops below that line, the pattern is complete and a downward trend is likely to develop.",83.27730298,0.7607395053,0.9048065543,Metaphor,IMPLI,1,1,1
202,you're as bright as a black hole,You're not bright at all.,You are very dark and difficult to understand.,68.22705567,0.4769934416,0.8875476718,Metaphor,FIGQA,0,0,0
203,The play was as thrilling as watching paint dry,the play was boring,"The play was not at all thrilling, similar to watching paint dry.",67.97482967,0.4499662519,0.9095303416,Metaphor,FIGQA,0.5,1,0.75
204,It was as easy as herding cats into a swimming pool,It was not easy,It was as straightforward as trying to get cats to enter a swimming pool.,56.76825792,0.2567679584,0.8785971999,Metaphor,FIGQA,0,0,0
205,The external candidate was suited to the job like Italian gloves.,The external candidate is well suited to the job.,"The external candidate was well-suited for the job, just like Italian gloves are well-suited for a hand.",71.7297554,0.5066099167,0.9279851913,Metaphor,FIGQA,1,1,1
206,Though his pace he checked and slackened.,Though his pace he checked and gradually decreased in intensity.,Though he slowed down and reduced his speed.,79.63299453,0.6796129346,0.9130469561,Metaphor,FLUTE,1,1,1
207,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors meet all applicable service standards.,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors fulfill all applicable service standards.,DHS continues to provide step-by-step instructions and ready-made formats through the CBSM to help lead agencies confirm that external contractors meet all required service requirements.,83.97064507,0.7484507561,0.9309621453,Metaphor,IMPLI,1,1,1
208,the news were leaked to the paper,the news were told to the paper,The news was shared with the paper.,87.96338141,0.8099830151,0.9492846131,Metaphor,IMPLI,1,1,1
209,The sudden fame kindled her ego.,The sudden fame increased her ego.,The sudden fame inflated her self-importance.,87.01618314,0.7719933391,0.9683303237,Metaphor,FLUTE,1,1,1
210,"Disembark in Puerto Santo Tomas and catch our charter flight to Guatemala City, where youâll connect with your flight home.","Disembark in Puerto Santo Tomas and board our charter flight to Guatemala City, where youâll connect with your flight home.","Leave the ship at Puerto Santo Tomas and take a rented airplane to Guatemala City, where you can take a plane back to your home.",76.1300385,0.6130242944,0.9095764756,Metaphor,IMPLI,1,0.5,0.75
211,"No.1 Mumbai Escorts is the worlds oldest and most established exclusive matchmaking service where successful men meet exceptionally beautiful and intelligent Mumbai Escorts and actresses in a relaxing, discreet and confidential manner.","No.1 Mumbai Escorts is the worlds oldest and most established exclusive matchmaking service where successful men fulfill exceptionally beautiful and intelligent Mumbai Escorts and actresses in a relaxing, discreet and confidential manner.","No.1 Mumbai Escorts is a long-running and well-known service that connects successful men to attractive and intelligent women who are Mumbai Escorts and actresses, in a calm, private, and secret way.",83.6604178,0.7349488139,0.938259542,Metaphor,IMPLI,1,1,1
212,For this reason we recommend selecting insurance on your shipping to cover such events.,For this reason we recommend selecting insurance on your shipping to pay for such events.,"For this reason, we recommend purchasing insurance for your shipment to protect against potential damage or loss.",85.87296307,0.7791598439,0.9382994175,Metaphor,IMPLI,1,0.5,0.75
213,The groups are as separate as Berlin during the Cold War.,The groups are apart from each other.,"The groups are completely isolated from one another, just like how East and West Berlin were during the Cold War.",73.53782654,0.5617822409,0.9089742899,Metaphor,FIGQA,1,1,1
214,"While most car insurance policies will only cover (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.","While most car insurance policies will only pay for (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.","For Flux Direct Personal Protection Cover, you can receive up to £20,000 of compensation for bodily injuries, regardless of who is responsible for the accident.",81.67694509,0.7157382369,0.9178006649,Metaphor,IMPLI,1,1,1
215,The diss track was an execution.,The diss track was brutal.,The diss track was an act of musical destruction.,73.8370806,0.531095922,0.94564569,Metaphor,FIGQA,1,0.5,0.75
216,Please contact us about any of our services or to meet with one of our funeral service professionals.,Please contact us about any of our services or to fulfill with one of our funeral service professionals.,Please contact us about any of our services or to arrange an appointment with one of our funeral service staff members.,87.24552095,0.7820389867,0.9628714323,Metaphor,IMPLI,1,1,1
217,The river is flowing like a rocket.,The river is flowing very fast.,The river is flowing very quickly.,93.85536611,0.8835178614,0.9935894608,Metaphor,FIGQA,1,1,1
218,He was in a black mood.,"He kept on being very miserable, irritated, and angry.",He was feeling very sad.,77.58381367,0.6228647828,0.9288114905,Metaphor,FLUTE,0,0.5,0.25
219,"Only  made  the fire burn brighter ,","Only caused the fire to burn brighter ,",Only his presence made the flames of the fire grow more intense.,75.18945634,0.5892992616,0.9144898653,Metaphor,IMPLI,0,0.5,0.25
220,The man had the courage of a mouse,The man is very cowardly,The man had very little courage.,76.06939077,0.5817480087,0.9396398067,Metaphor,FIGQA,1,1,1
221,Both access to and optimum utilization of water in rainfed areas is bringing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,Both access to and optimum utilization of water in rainfed areas is causing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,"Both having access to water in rainfed areas and using it optimally is providing single crop dependent farmers with significant financial relief, leading to increased crop production and yield.",87.11261451,0.7951013446,0.9471509457,Metaphor,IMPLI,1,1,1
222,My eyes burned up and I could feel my face turning red.,My eyes have teared up and my face turned red.,My eyes were strained and I could feel my cheeks becoming flushed.,75.9596616,0.6009155512,0.9182776809,Metaphor,FLUTE,0,0.5,0.25
223,"Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .","Recently , of course , there has been an added dimension — part given excessive and meaningless words by media and politicians , part real : drugs .","Recently, of course, there has been more attention paid to drugs--partly due to the increased coverage by the media and politicians and partly due to the legitimate concern about its presence in society.",70.27291954,0.5265597701,0.8788986206,Metaphor,IMPLI,1,1,1
224,Their love was the discharge unit of a psych ward,Their love was not mad.,Their love was like the feeling of comfort and security experienced in a psychiatric hospital.,63.16392124,0.3721619248,0.8911164999,Metaphor,FIGQA,0,0,0
225,he absorbed the costs for the accident.,he took the costs for the accident.,He paid the expenses for the accident.,87.65272796,0.7859017253,0.9671528339,Metaphor,IMPLI,1,1,1
226,"This was when violent members of the gay community struck out against police, and it was the start of the gay liberation movement","This was when violent members of the gay community happened suddenly to out against police, and it was the start of the gay liberation movement","This was when members of the gay community used physical force to oppose the police, and it was the beginning of the gay liberation movement.",86.52679026,0.7800880075,0.9504477978,Metaphor,IMPLI,1,1,1
227,He had as much money as a mansion dweller,He had a lot of money.,He had a lot of money.,98.07595611,0.9615190029,1.000000119,Metaphor,FIGQA,1,1,1
228,All fire-flush 'd when forest trees smoldered.,All fire-flush 'd when forest trees burned.,All faces were red with heat when the forest trees were smoking.,68.59728396,0.4901129007,0.8818327785,Metaphor,FLUTE,0.5,1,0.75
229,The scream covered the night.,The scream filled the night,The sound of the scream filled the night.,86.53208613,0.7780451775,0.9525965452,Metaphor,FLUTE,1,1,1
230,The movie was as long as a catholic wedding,The movie was lengthy,The movie was very long.,90.01318514,0.831389308,0.9688743949,Metaphor,FIGQA,1,1,1
231,her ideas are as bright as heaven,Her ideas are really good,Her ideas are extremely brilliant.,88.41172755,0.7998875976,0.9683469534,Metaphor,FIGQA,1,1,1
232,From its blue vase the rose of evening drops.,Sunset takes place in the evening.,The sun is setting and its light is beginning to decrease.,72.83546329,0.5879490972,0.8687601686,Metaphor,FLUTE,1,1,1
233,He is as smart as my doctor,He is incredibly smart.,He is as intelligent as my doctor.,70.30974627,0.4730978012,0.9330971241,Metaphor,FIGQA,0.5,0,0.25
234,He was gripped with a terrible illness that killed him quickly.,He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,He became very sick with a deadly disease that caused him to die quickly.,81.13807142,0.6969770789,0.9257843494,Metaphor,FLUTE,1,1,1
235,I tried to tide things over between them.,I tried to resolve their fight.,I tried to manage or maintain the situation between them.,77.28581727,0.603587687,0.9421286583,Metaphor,FLUTE,1,1,1
236,We warmly advise to take out insurance to cover eventual medical expenses or loss of luggage.,We warmly advise to take out insurance to pay for eventual medical expenses or loss of luggage.,We strongly suggest purchasing insurance to cover potential medical expenses or loss of luggage.,90.32002985,0.8478818536,0.9585187435,Metaphor,IMPLI,0.5,1,0.75
237,"Iâm a Rolling Stone junkie, but the most I care about RS covers are when they donât put a legendary and recently deceased musician (Clarence) on it.","Iâm a Rolling Stone junkie, but the most I care about RS pay for are when they donât put a legendary and recently deceased musician (Clarence) on it.","I am an avid fan of Rolling Stone magazine, but the most I care about its covers are when they don't feature a well-known and recently deceased musician (Clarence) on them.",80.96602261,0.7063814998,0.9129389524,Metaphor,IMPLI,1,1,1
238,The residents of this village adhered to catholicism.,The residents of this village were devoted in belief to catholicism .,The residents of this village followed the teachings of the Catholic Church.,82.73079395,0.7140049338,0.9406109452,Metaphor,FLUTE,1,1,1
