,Hypothesis,Premise,GPT_Translation,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
104,Your voice is like you've just run a marathon.,Your voice sounds tired and out of breath.,Tu voix est comme si tu venais de courir un marathon.,44.58536506,0.08129483461,0.8104124665,Simile,AB,0,0,0
105,Your smile is like a daisy in amongst the sunflowers.,Your smile is stands out among other features of your face.,Your smile is like a daisy that is in the same area as sunflowers.,62.72295713,0.4397079945,0.8147511482,Simile,AB,0,0.5,0.25
106,I'm as hairy as a naked mole rat,I'm bald,I have a lot of body hair.,62.68458962,0.3469411731,0.9067506194,Simile,FLUTE,0,0,0
107,Your movements remind me of a robot.,Your movements are stiff.,The way that you move is similar to the movement of a robot.,70.76886296,0.5088742375,0.9065030217,Simile,AB,1,1,1
108,That is why it is so important to remain like a planted oak,That is why its essential to stay firm.," Es ist deshalb so wichtig, wie eine gepflanzte Eiche zu bleiben.",55.16537428,0.292632103,0.8106753826,Simile,FLUTE,0,0,0
109,"When you confront him about it, he is like a beffudled toddler.",He is completely shocked when you talk to him about it.," When you ask him about it, he is confused like a toddler.",78.76635194,0.6565421224,0.9187849164,Simile,FLUTE,1,1,1
110,Off she went like a wreckingball.,Off she went destructively," She moved quickly, similar to the way a wreckingball moves when it smashes through walls.",56.35474622,0.2913683057,0.8357266188,Simile,FLUTE,1,1,1
111,"I held my breath, waiting for what my gaze would fall upon, and I almost shrieked as I stared at his head, bald like a lamp post.","I was holding my breath, waiting to see what would be in front of me, and I almost screamed when I saw his bald head, it was so shiny.",I stopped breathing as I looked around to see what was in front of me and I almost screamed loudly when I saw that his head was completely bald like a street light.,79.16274369,0.6583222151,0.9249326587,Simile,FLUTE,1,1,1
112,"Streaks of electricity cackled through the air, swirling around and around like Lovecraftian tentacles.",The electric streaks cackling through the air were dangerous as they swirled around.," Electricity travelled through the air with a crackling sound, moving in rotations like Lovecraftian tentacles.",67.1618849,0.4632819295,0.8799557686,Simile,FLUTE,0,0.5,0.25
113,He was feeling like a lone survivor returning from the battlefield.,He was feeling weary,He was feeling like someone who was the only one who had survived returning from the combat zone.,61.53160036,0.3445130587,0.8861189485,Simile,FLUTE,1,1,1
114,"The demons were closing in, but I was like an old man on a park bench, feeding pigeons on a warm summer afternoon.","Even though the demons were closing in, I remained calm."," The demons were getting closer, but I was like an old person sitting on a bench in a park, feeding pigeons on a warm summer day.",73.08748364,0.5773617029,0.88438797,Simile,FLUTE,0,0.5,0.25
115,The bottle rolled off the table like a teardrop.,The bottle rolled off the table swiftly and smoothly.,The bottle rolled off the table in the same manner that a teardrop would roll.,75.21551251,0.581686914,0.9226233363,Simile,Kaggle,0.5,0,0.25
116,You behave like you haven't eaten in a while.,You seem cranky and hungry.,Tu te comportes comme si tu n'avais pas mangé depuis un moment.,51.74131021,0.2233317345,0.8114944696,Simile,AB,0,0,0
117,He was anxious like a lion.,He wasn't anxious at all.,Él estaba ansioso como un león.,57.78104067,0.3155421019,0.8400787115,Simile,FLUTE,0,0,0
118,He fought as hard as an opossum,He didn't put up a fight at all,He fought as hard as an opossum would.,58.33251327,0.3038198054,0.8628304601,Simile,FLUTE,0,0,0
119,He's like a pig in a wallow.,He's dirty,He is staying in a mud pool.,57.51568675,0.2826304436,0.8676832914,Simile,FLUTE,0.5,0,0.25
120,After 10 minutes your head becomes like spinning cotton candy.,Your head will become fuzzy after 10 minutes.,After 10 minutes your head feels like it is spinning around like cotton candy.,71.22189403,0.5247994661,0.8996384144,Simile,FLUTE,1,1,1
121,You make me feel like a spare part.,You make me feel useless.,Tu me fais ressentir comme une pièce de rechange.,53.65144014,0.2513794899,0.821649313,Simile,AB,0,0,0
122,The cake was as moist as the desert,The cake was really dry,El pastel era tan húmedo como el desierto.,51.57296881,0.2046308964,0.8268284798,Simile,FLUTE,0,0,0
123,"meredith,"" he said, and he sounded like an elderly relative who just heard you say ""fuck"" for the first time.","Meredith,"" he said, sounding shocked."," He said ""Meredith,"" and he had an expression that was a combination of astonishment and disapproval - like an elder family member who was surprised to hear a swear word.",70.13429403,0.5305997729,0.8720861077,Simile,FLUTE,1,1,1
124,"Annwyl followed, making absolutely no sound, like a deer bounding through the trees.",Annwyl followed silently and gracefully.," Annwyl followed, making no sound, like a deer jumping through the trees.",74.794963,0.5804162025,0.9154830575,Simile,FLUTE,1,1,1
125,Your manners are as coarse as sandpaper.,Your manners are very crude.," The manners you have are very rough, like sandpaper.",75.05732179,0.5704860687,0.930660367,Simile,AB,1,1,1
126,Describe your 'real' self in third person without sounding like a pompous beauty guru.,Describe your 'real' self in third person without sounding arrogant,"She is someone who stands by her beliefs and acts with integrity. She is kind, curious, and responsible. She always looks for ways to learn and grow, and strives to be the best version of herself.",62.56783605,0.4266347885,0.8247219324,Simile,FLUTE,0,0,0
127,The sun beat down on us like a relentless hammer.,The sun was very harsh on us.,The sun shone down on us quickly and continuously.,77.39551961,0.6217773557,0.9261330366,Simile,CHATGPT,1,0.5,0.75
128,You behave like a mime.,You do not speak at all just use expressions and gestures.,Tu te comportes comme un mime.,47.65501246,0.1314239949,0.8216762543,Simile,AB,0,0,0
129,"Several thousand years in the future, humans evolved to be like fleshed automatons.","In several thousand years, humans will evolve to be emotionless."," In the future several thousand years from now, humans became like machines with skin covering them.",69.65290308,0.4995058179,0.8935522437,Simile,FLUTE,0.5,1,0.75
130,You are as hungry as an obese guy who hasn't eaten for weeks.,You are eating more than you usually eat.,You are very hungry.,71.68221474,0.5368911028,0.8967531919,Simile,AB,1,1,1
131,Your clothes are like you aren't feeling confident about yourself.,You clothes look like you are not confident about yourself.,The clothing you are wearing suggests that your self-assurance is lacking.,81.13180995,0.6995713711,0.9230648279,Simile,AB,1,1,1
132,I feel like a fat cat.,I feel content," I feel like a large, pampered cat. ",60.36642939,0.3210095465,0.8863190413,Simile,FLUTE,0,0.5,0.25
133,Your comments are like having a fever in the middle of a heatwave.,Your comments are making the situation worse.,Your comments are like having a high temperature in the middle of a very hot period of weather.,67.42202044,0.4515324831,0.8969079256,Simile,AB,0,0,0
134,Smoke rising from erupting pyrotechnics was like a london fog.,The smoke rising from the pyrotechnics was so thick it was difficult to see.,Smoke coming out of fireworks that was exploding was like a london fog.,71.45126164,0.5418052673,0.8872199655,Simile,FLUTE,0,0,0
135,In normal light-in color-it would probably be like a newborn mouse.,"Under normal lighting, the color would probably be pink."," En luz normal en color, sería como un ratón recién nacido.",49.47872981,0.1446337551,0.8449408412,Simile,FLUTE,0,0,0
136,Occasionally the sun was like a dim orange fire .,The sun was flaring through the granular murk occasionally.,Sometimes the sun was like a faint orange flame.,66.37237072,0.4483481646,0.8790992498,Simile,FLUTE,1,1,1
137,But today carly wanted to feel like a kick-ass chick in a superhero movie.,"Today, Carly wanted to feel like she was powerful."," Today, Carly wanted to feel like an awesome and powerful female character in a movie about superheroes.",78.01516652,0.6215925217,0.9387108088,Simile,FLUTE,1,1,1
138,"Everyone is a robot subtly testing you, but you are starting to get like an amateur detective.",You are starting to get suspicious about everyone around you being a robot subtly testing you.," Everyone is a robot that is subtly testing you, but you are becoming more and more like an inexperienced detective.",75.70199966,0.6113804579,0.9026595354,Simile,FLUTE,0,0,0
139,You look as tired as a worn out dishcloth.,You look extremely tired.,Tu sembles autant fatigué qu'une éponge usée.,45.2018477,0.07610799372,0.8279289603,Simile,AB,0,0,0
140,The bliss has reached fever pitch as it engulfs me like afternoon sun's rays.,The bliss has reached fever pitch as it engulfs me warmly,The feeling of happiness is very intense and it is surrounding me like the sun's rays in the afternoon.,77.20386982,0.6602429748,0.8838344216,Simile,FLUTE,1,1,1
141,Your smile is like an act.,Your smile is fake.,Tu sonrisa es como un acto.,57.04544336,0.2758190334,0.8650898337,Simile,AB,0,0,0
142,You drive like you're in a horse and cart.,You drive really slow.,Tu conduces como si estuvieras en un caballo y un carro.,48.97537306,0.1393018514,0.8402056098,Simile,AB,0,0,0
143,His stomach felt like a well.,His stomach felt hollow,His stomach felt very full.,74.34939444,0.5257881284,0.9611997604,Simile,FLUTE,0,0,0
144,she's light as a freight train,She's heavy,she has the weight of a freight train,60.83776653,0.330321908,0.8864334226,Simile,FLUTE,1,1,1
145,You have no idea why people suddenly have become like pale frail zombies.,You are unaware of the reason why people have become ill.,You do not understand why people have suddenly become weak and colorless like a zombie.,69.6282357,0.4843248129,0.9082399011,Simile,FLUTE,0.5,0,0.25
146,Your face is like a white sheet of paper.,Your face is blank.,Tu cara es como una hoja blanca de papel.,59.39322412,0.3542135954,0.833650887,Simile,AB,0,0,0
147,You have the face of a thundery day.,You have an angry face.,You have the face of a stormy day.,70.59567571,0.4916180968,0.9202954173,Simile,AB,0,0,0
148,The sun was as radiant as a golden trophy.,The sun was bright and shiny.,El sol era tan radiante como un trofeo de oro.,56.02094829,0.2783964872,0.8420224786,Simile,CHATGPT,0,0,0
149,The lone possibility swam in front of her like a mirage in the desert.,The only option in front of her was both tempting and traitorous.,The single opportunity floated in front of her like an optical illusion in the desert.,64.07624483,0.3984497786,0.8830751181,Simile,FLUTE,0,0,0
150,Your lips are like ice.,You lips are very cold.,Tus labios son como hielo.,62.37510443,0.3788754344,0.8686266541,Simile,AB,0,0,0
151,"Rest it against the damn doorframe, eddie; you're like a deer on roller-skates.","Rest your arm against the doorframe, Eddie; you're looking unstable."," Put the object against the doorway, Eddie; you are moving in a very clumsy manner.",71.8306303,0.5043762922,0.9322363138,Simile,FLUTE,1,0.5,0.75
152,"He seeks to mold us, to make us pliable, to bend us to his will, so that when we mount the auction block, we will be like a herd of cows.","He wants to break us, so that when we're put up for sale, we will be docile."," He wants to change us, to make us flexible, to control us so that when we are sold, we will be like a group of cows.",72.32879102,0.5133644938,0.9332113266,Simile,FLUTE,1,1,1
153,The decor was like a college dorm room furnished on a budget.,The decor was sparse and jumbled,The decor was similar to a college dorm room that was set up with a limited amount of money.,65.63874483,0.4207606316,0.8920142651,Simile,FLUTE,1,1,1
154,Gwendolyn felt like an international woman of mystery who held all the answers to all the questions this loverboy could ask.,Gwendolyn felt glamorous,Gwendolyn had the feeling that she was a mysterious woman from all over the world who had all the answers to all the questions that this loverboy could ask.,61.34059429,0.3393226266,0.8874892592,Simile,FLUTE,0,0,0
155,You behave like a dog.,Your behaviour is crude.,Tu te comportes comme un chien.,50.42087808,0.1727912575,0.8356263041,Simile,AB,0,0,0
156,You remind me of a train wreck.,You are a mess.,You cause me to think about a train wreck.,59.27016735,0.3047920465,0.8806113005,Simile,AB,0,0,0
157,It appeared like a small cash box .,It appeared thin and rectangular .,Es sah wie eine kleine Geldkassette aus .,51.03780925,0.2074263692,0.8133298159,Simile,FLUTE,0,0,0
158,"It came like a swamp cat, with its ears raised and its eyes opened wide.","It came on padded feet, soft and cautious","It arrived like a swamp cat, with its ears raised and its eyes opened wide.",60.1570636,0.3533390164,0.8498022556,Simile,FLUTE,0,0,0
159,You are as thin as a stick.,You are really thin.,Eres tan delgada como un palito.,53.45687121,0.224509567,0.8446278572,Simile,AB,0,0,0
160,Your voice is like someone hasn't turned on the microphone.,Your voice is muted/low.,The sound of your voice is like someone who has not activated the microphone.,65.48136771,0.4395406842,0.8700866699,Simile,AB,0,0,0
161,It filled gabe with something like a heroin rush.,It made Gabe feel something strong.,La drogue produisit chez Gabe une sensation similaire à celle d'une prise de héroïne.,50.93120933,0.207913816,0.8107103705,Simile,FLUTE,0,0,0
162,"He was about sixty, like a big soccer ball .","He was about sixty, short and fat ."," He was about sixty years old, like a big soccer ball.",64.77253735,0.3875416517,0.9079090953,Simile,FLUTE,0,0,0
163,Your movements remind me of a tornado.,Your movemens are swift.,Tus movimientos me recuerdan un tornado.,53.03558186,0.2248603851,0.8358512521,Simile,AB,0,0,0
164,She was like a pure white lily .,She was so beautiful .,Ella era como una lirio blanco puro.,51.52261406,0.204837054,0.8256152272,Simile,FLUTE,0,0,0
165,Your attitude is like a warrior.,Your attitude has a never give up spirit.,La tua attitudine è come quella di un guerriero.,58.54371041,0.3292326629,0.8416415453,Simile,AB,0,0,0
166,The ocean was as tranquil as a meditating monk.,The oceam was calm and still.,El océano era tan tranquilo como un monje meditando.,53.888762,0.2417132854,0.8360619545,Simile,CHATGPT,0,0,0
167,They said that lately the castle was like a beehive.,They said that the castle had been busy lately.,They said that recently the castle was like a hive of bees.,71.91904485,0.5098676085,0.9285132885,Simile,FLUTE,0,0,0
168,The instrument was as easy to learn as astrophysics,The instrument was not easy to learn,The instrument was as easy to learn as astrophysics is easy to learn.,67.96199977,0.4355256557,0.9237143397,Simile,FLUTE,0,0,0
169,The river flows like a stream of glass,The river's is laminar and calm.,The river flows like a stream of glass.,67.06757843,0.4461091161,0.8952424526,Simile,Kaggle,0,0,0
170,A voice like a hall-stalking headmaster,A voice deep and stern,A voice that is similar to the sound of a headmaster who is walking through the halls of a school.,61.75295711,0.3564013839,0.8786577582,Simile,FLUTE,0,0,0
171,You look like you're not enjoying yourself.,You look out of your element.,The appearance of you is as if you are not enjoying yourself.,68.90989542,0.4851275682,0.8930703402,Simile,AB,0,0,0
172,Your smile is like a mask.,Your smile is fake.,Tu sonrisa es como una máscara.,66.2646383,0.470030427,0.8552623391,Simile,AB,0,0,0
173,That movie was as disturbing as puppies,That movie was not disturbing,That movie was as disturbing as puppies.,67.20224321,0.4147847891,0.9292600751,Simile,FLUTE,0,0,0
174,Your posture reminds me of a weary marathon runner.,You look exhausted.,Your body position reminds me of a tired marathon runner.,67.70808399,0.452357769,0.9018039107,Simile,AB,1,1,1
175,This plane can fly like a dodo,This plane can scarcely fly at all,This plane can fly like a dodo bird.,66.00591242,0.4179521799,0.9021660686,Simile,FLUTE,0,0.5,0.25
176,The sun set behind the mountains like a ball of fire.,The sun was hot and round when it set behind the mountains.,The sun went down behind the mountains and it looked like a ball of fire.,74.23552573,0.5685074925,0.916203022,Simile,CHATGPT,1,1,1
177,Your hair looks like a cloudy day.,Your hair looks dull.,Tu cabello se ve como un día nublado.,53.99548486,0.2309474498,0.8489622474,Simile,AB,0,0,0
178,"It was a good performance that got my heart racing, even though I knew the act was like a street bought rolex.","Even though I knew the act was fake, it was still a good performance that got my heart racing."," It was a good performance that made my heart beat faster, even though I knew the act was like a fake Rolex watch bought from a street vendor.",78.74432802,0.649109602,0.9257769585,Simile,FLUTE,1,1,1
179,Your voice is like a trombone.,Your voice is heavy and hoarse.,The sound of your voice is similar to that of a trombone.,67.29356349,0.4730428457,0.872828424,Simile,AB,0,0,0
180,The setting was like a police interrogation room somewhere deep in the basement.,The setting was stark.,The place was just like a room for police questioning that was located deep in the basement.,60.18969268,0.3296757638,0.8741180897,Simile,FLUTE,0.5,1,0.75
181,The conversation was as juicy as a business meeting,The conversation was very dull.,The conversation was as juicy as a business meeting.,67.69752204,0.4268024564,0.9271479845,Simile,FLUTE,0,0,0
182,I wandered lonely as a cloud that floats on high o'er vales and hills.,I wandered lonely without a purpose.," I walked alone, like a cloud that is floating high above valleys and hills.",68.50906014,0.4734198451,0.8967613578,Simile,Kaggle,0,0.5,0.25
183,The city was as dynamic as a living organism.,The city was very busy and full of life.,La ciudad era tan dinámica como un organismo vivo.,59.26218927,0.3385511041,0.8466926813,Simile,CHATGPT,0,0,0
184,"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.","His skin was smooth, and he had a round face with golden curly hair."," His skin felt soft like a dove's feathers and his face was round, surrounded by a golden halo of curls.",78.38822305,0.6429794431,0.924785018,Simile,FLUTE,1,1,1
185,"She was still pushing as hard as she could, but it was as if she were like a woolly mammoth caught in an infinitely deep tar pit.","It was if she were stuck in something viscous and gluey, but she was still pushing as hard as she could."," She was still pushing as hard as she could, but it was as if she were stuck and unable to move.",81.12203479,0.6913396716,0.9311010242,Simile,FLUTE,1,1,1
186,Your lips are like they haven't found the right colour yet.,Your lips have an unflattering shade.,Your lips look like they have not been painted with the correct shade.,76.4444977,0.6048639417,0.9240260124,Simile,AB,1,0.5,0.75
187,He waited like a leopard poised to pounce,He waited still,He waited just like a leopard that was ready to jump and attack.,63.2383883,0.4006822109,0.8640855551,Simile,FLUTE,0,0,0
188,"A whirling vortex surrounded her, but within the vortex she was like a buddhist garden.","Even though she was surrounded by a whirling vortex, she felt peaceful."," A spinning cyclone encircled her, but inside the cyclone she was like a peaceful meadow.",70.7190305,0.5113098621,0.9030707479,Simile,FLUTE,1,1,1
189,"She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.","Even though she's big, she's not very brave-and when she's on the ground, she's clumsy."," She is large in size, but she does not possess much courage, and she would be clumsy if she were to walk on the ground.",84.19730961,0.7579082251,0.9260379672,Simile,FLUTE,1,1,1
190,Your eyes are like a sack of potatoes.,Your eyes are baggy.,Your eyes look like a sack of potatoes.,66.13058746,0.4007300735,0.9218816757,Simile,AB,0,0,0
191,Your input is like someone who didn’t study properly for a test.,Your input is like someone who does not know what he is talking about.,Your input is similar to someone who did not study correctly for an exam.,72.09350467,0.5306888819,0.9111812115,Simile,AB,1,1,1
192,The world turned like a fantastic voyage inside a volcano.,The world turned orange,El mundo se dio vuelta como un viaje fantástico dentro de un volcán.,44.88493353,0.1005663574,0.7971323133,Simile,FLUTE,0,0,0
193,The judge is as honest as Pinocchio,The judge is dishonest,La juez es tan honesta como Pinocchio.,57.28262663,0.2685111165,0.8771414161,Simile,FLUTE,0,0,0
194,You’ve just made a breakthrough in AI that meant that our species became like landlines in the twenty-first century.,Your new AI invention has made our species obsolete.,You have created a major advancement in artificial intelligence which has caused humans to become outdated in the twenty-first century.,79.3214947,0.6878563762,0.8985735178,Simile,FLUTE,1,1,1
195,The waves crashed against the shore like a roaring beast.,The waves crashed against the shore violently.,The waves hit the shore loudly.,87.55794764,0.7748733759,0.9762855768,Simile,CHATGPT,1,1,1
196,The tall girl pivoted like a ballerina toward the bag.,The tall girl turned toward the bag gracefully.,The tall girl turned her body quickly and gracefully toward the bag.,86.0329777,0.7499639392,0.9706956148,Simile,FLUTE,1,1,1
197,You're as affectionate as a crocodile,You're aggressive and not affectionate,You are not very affectionate.,78.11847925,0.6180007458,0.9443688393,Simile,FLUTE,1,1,1
198,"The air was like a soft, soothing blanket",The air was thick and warm,The air was similar to a soft and calming blanket.,72.72137105,0.5442221165,0.9102053046,Simile,FLUTE,0.5,1,0.75
199,"A character knows that their universe is fictional, but everyone thinks they are like a clown in a courthouse.","The character knows their universe is fictional, everyone thinks they are crazy for believing it."," A person knows that the world they exist in is not real, but other people consider them to be as inappropriate and out of place as a clown in a courthouse.",70.38295865,0.5195742249,0.8880849481,Simile,FLUTE,1,1,1
200,The night feels as long as a year,The night feels very long,The night is as long as 12 months.,72.94296324,0.5642960668,0.8945631981,Metaphor,FIGQA,0.5,0,0.25
201,"A ânecklineâ is drawn connecting the low points after the left shoulder and head (often called âarmpitsâ).If the price drops below the neckline, the pattern is complete and a downtrend is likely underway.","A ânecklineâ is drawn connecting the low points after the left shoulder and head (often called âarmpitsâ).If the price reduced below the neckline, the pattern is complete and a downtrend is likely underway."," Drawing a line that links the lowest points on the left side of the shoulder and the head (which is usually referred to as the ""armpit"") is known as drawing a neckline. If the price drops beneath the neckline, the pattern has been finished and could mean a downward trend is beginning.",79.47161794,0.7198318839,0.8696004748,Metaphor,IMPLI,0,0.5,0.25
202,you're as bright as a black hole,You're not bright at all.,You are not bright.,85.30239165,0.7588692307,0.9471786022,Metaphor,FIGQA,1,1,1
203,The play was as thrilling as watching paint dry,the play was boring,The play was as exciting as watching paint dry.,62.9647702,0.3602301478,0.8990652561,Metaphor,FIGQA,0,0,0
204,It was as easy as herding cats into a swimming pool,It was not easy,It was very difficult to make cats enter a swimming pool.,58.63980651,0.2902546525,0.8825414777,Metaphor,FIGQA,0,0,0
205,The external candidate was suited to the job like Italian gloves.,The external candidate is well suited to the job.,Il candidato esterno era adatto al lavoro come guanti italiani.,49.57993105,0.1623118669,0.8292867541,Metaphor,FIGQA,0,0,0
206,Though his pace he checked and slackened.,Though his pace he checked and gradually decreased in intensity.,He slowed down and loosened his speed.,76.40581131,0.6340732574,0.8940429688,Metaphor,FLUTE,1,1,1
207,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors meet all applicable service standards.,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors fulfill all applicable service standards.,Department of Homeland Security is still offering help and standard outlines through the Community-Based Support Model to help the companies in charge of providing services to show that vendors who are not enrolled comply with all the necessary standards.,78.76892984,0.67666924,0.8987093568,Metaphor,IMPLI,1,1,1
208,the news were leaked to the paper,the news were told to the paper,The news was disclosed to the paper.,88.31812143,0.8243104815,0.9420519471,Metaphor,IMPLI,1,1,1
209,The sudden fame kindled her ego.,The sudden fame increased her ego.,The quick fame ignited her self-importance.,77.40655839,0.5918274522,0.9563037157,Metaphor,FLUTE,1,1,1
210,"Disembark in Puerto Santo Tomas and catch our charter flight to Guatemala City, where youâll connect with your flight home.","Disembark in Puerto Santo Tomas and board our charter flight to Guatemala City, where youâll connect with your flight home."," Get off the boat in Puerto Santo Tomas and take the special plane to Guatemala City, where you will take a plane to go back to your house.",75.15910864,0.5935706496,0.9096115232,Metaphor,IMPLI,0,0,0
211,"No.1 Mumbai Escorts is the worlds oldest and most established exclusive matchmaking service where successful men meet exceptionally beautiful and intelligent Mumbai Escorts and actresses in a relaxing, discreet and confidential manner.","No.1 Mumbai Escorts is the worlds oldest and most established exclusive matchmaking service where successful men fulfill exceptionally beautiful and intelligent Mumbai Escorts and actresses in a relaxing, discreet and confidential manner."," Number 1 Mumbai Escorts is a long-standing and respected company that facilitates meetings between prosperous men and attractive, intelligent Mumbai Escorts and actresses in a calm, secret and private way.",84.08266306,0.7443991899,0.9372540712,Metaphor,IMPLI,0,0,0
212,For this reason we recommend selecting insurance on your shipping to cover such events.,For this reason we recommend selecting insurance on your shipping to pay for such events.," Because of this, we suggest choosing insurance for your shipment so that it will protect you against such problems.",83.46042335,0.7439743876,0.9252340794,Metaphor,IMPLI,1,1,1
213,The groups are as separate as Berlin during the Cold War.,The groups are apart from each other.,Die Gruppen sind so getrennt wie Berlin während des Kalten Krieges.,56.92096353,0.3351118565,0.8033074141,Metaphor,FIGQA,0,0,0
214,"While most car insurance policies will only cover (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.","While most car insurance policies will only pay for (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame."," Flux Direct Personal Protection Cover offers up to Â£20,000 of coverage to cover your injuries or bodily harm, no matter who is responsible for the accident.",85.29418111,0.7805076838,0.9253759384,Metaphor,IMPLI,1,1,1
215,The diss track was an execution.,The diss track was brutal.,La pista de disidencia fue una ejecución.,50.79396218,0.1687386334,0.8471406102,Metaphor,FIGQA,0,0,0
216,Please contact us about any of our services or to meet with one of our funeral service professionals.,Please contact us about any of our services or to fulfill with one of our funeral service professionals.,Please contact us about any of our services or to have a meeting with one of our funeral service experts.,88.76836896,0.8040477633,0.9713196158,Metaphor,IMPLI,0,0,0
217,The river is flowing like a rocket.,The river is flowing very fast.,The river is flowing quickly.,91.44610763,0.8491516709,0.9797704816,Metaphor,FIGQA,1,1,1
218,He was in a black mood.,"He kept on being very miserable, irritated, and angry.",Estaba en un humor oscuro.,53.41077074,0.2226739973,0.8455414176,Metaphor,FLUTE,0,0,0
219,"Only  made  the fire burn brighter ,","Only caused the fire to burn brighter ,",Only fuel made the fire burn brighter.,79.14695144,0.6567775607,0.926161468,Metaphor,IMPLI,1,0.5,0.75
220,The man had the courage of a mouse,The man is very cowardly,The man had the courage that a mouse would have.,61.43882871,0.3320372701,0.8967393041,Metaphor,FIGQA,0,0,0
221,Both access to and optimum utilization of water in rainfed areas is bringing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,Both access to and optimum utilization of water in rainfed areas is causing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,Access to water in rainfed areas and using the water efficiently is making a large economic difference for farmers that only grow one crop; there are increases in both how much is produced and how much can be produced.,81.77990317,0.7191873789,0.9164106846,Metaphor,IMPLI,0,0,0
222,My eyes burned up and I could feel my face turning red.,My eyes have teared up and my face turned red.,My eyes felt uncomfortable and I could feel my face becoming warmer.,69.89318132,0.4916409254,0.9062227011,Metaphor,FLUTE,1,1,1
223,"Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .","Recently , of course , there has been an added dimension — part given excessive and meaningless words by media and politicians , part real : drugs ."," Recently , naturally , there has been an added factor — some of which is increased by the media and politicians , some of which is genuine : drugs .",74.56483543,0.5636028647,0.9276938438,Metaphor,IMPLI,1,0.5,0.75
224,Their love was the discharge unit of a psych ward,Their love was not mad.,Their love was the area within the psych ward where patients are released.,57.89650381,0.2883273363,0.8696027398,Metaphor,FIGQA,1,1,1
225,he absorbed the costs for the accident.,he took the costs for the accident.,He took on the expenses for the incident.,87.53921092,0.7811803222,0.9696038961,Metaphor,IMPLI,1,1,1
226,"This was when violent members of the gay community struck out against police, and it was the start of the gay liberation movement","This was when violent members of the gay community happened suddenly to out against police, and it was the start of the gay liberation movement",Members of the gay community that showed physical aggression towards the police started the gay liberation movement.,78.66761386,0.6639056802,0.9094465971,Metaphor,IMPLI,1,1,1
227,He had as much money as a mansion dweller,He had a lot of money.,He had as much money as someone who lives in a mansion.,72.77061343,0.5420126915,0.9133995771,Metaphor,FIGQA,1,1,1
228,All fire-flush 'd when forest trees smoldered.,All fire-flush 'd when forest trees burned.,Everything was red with fire when the forest trees were smoldering.,72.4003464,0.5641195774,0.8838873506,Metaphor,FLUTE,1,1,1
229,The scream covered the night.,The scream filled the night,The loud sound filled the darkness of the night.,78.89404595,0.6330921054,0.9447888136,Metaphor,FLUTE,1,1,1
230,The movie was as long as a catholic wedding,The movie was lengthy,La película fue tan larga como una boda católica.,51.83600634,0.2021626532,0.8345574737,Metaphor,FIGQA,0,0,0
231,her ideas are as bright as heaven,Her ideas are really good,Sus ideas son tan brillantes como el cielo.,56.68337047,0.2715664506,0.8621009588,Metaphor,FIGQA,0,0,0
232,From its blue vase the rose of evening drops.,Sunset takes place in the evening.,The rose from the blue vase falls down in the evening.,63.78533244,0.4016885161,0.8740181327,Metaphor,FLUTE,0,0,0
233,He is as smart as my doctor,He is incredibly smart.,He is as intelligent as my doctor.,70.30974627,0.4730978012,0.9330971241,Metaphor,FIGQA,0,0.5,0.25
234,He was gripped with a terrible illness that killed him quickly.,He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,He was seized with a deadly disease that caused him to die rapidly.,77.89541185,0.6309645772,0.9269436598,Metaphor,FLUTE,1,1,1
235,I tried to tide things over between them.,I tried to resolve their fight.,I attempted to make the two of them remain in a tolerable relationship for a short period of time.,69.58334148,0.4824840426,0.9091827869,Metaphor,FLUTE,1,1,1
236,We warmly advise to take out insurance to cover eventual medical expenses or loss of luggage.,We warmly advise to take out insurance to pay for eventual medical expenses or loss of luggage.,We strongly suggest taking out insurance to protect against possible medical costs or lost luggage.,90.13031721,0.8457055688,0.9569007754,Metaphor,IMPLI,1,1,1
237,"Iâm a Rolling Stone junkie, but the most I care about RS covers are when they donât put a legendary and recently deceased musician (Clarence) on it.","Iâm a Rolling Stone junkie, but the most I care about RS pay for are when they donât put a legendary and recently deceased musician (Clarence) on it."," I love Rolling Stone magazine, but I am very disappointed when they do not put a famous and recently deceased musician (Clarence) on the cover.",76.54997408,0.6303869486,0.9006125331,Metaphor,IMPLI,1,1,1
238,The residents of this village adhered to catholicism.,The residents of this village were devoted in belief to catholicism .,Los residentes de este pueblo se adhirieron al catolicismo.,66.93149507,0.4676805139,0.8709493876,Metaphor,FLUTE,0,0,0
